"id"	"family"	"title"	"doi"	"tei_path"	"openalex_cited_by_count"	"openalex_id"	"citation_retrieved_at"	"citation_tier"	"screening_decision"	"screening_reason"	"primary_parametric_dgp_analysis"	"influential_contextual_stratum"	"monte_carlo_status"	"n_simulation_experiments"	"n_dgp_structures"	"n_cells_by_experiment"	"n_dgp_cells_main_text"	"cell_count_status"	"n_replications_by_experiment"	"internal_bootstrap_counts"	"randomization_counts"	"real_data_status"	"n_real_datasets"	"real_dataset_class"	"real_dataset_names"	"real_data_role"	"n_real_with_perf"	"out_of_sample_evaluation"	"validation_scheme"	"method_proposed"	"comparators"	"metrics"	"simulation_sections_reviewed"	"simulation_text_characters_reviewed"	"simulation_scope_note"	"simulation_evidence_section"	"simulation_evidence_excerpt"	"real_data_evidence_section"	"real_data_evidence_excerpt"	"coding_status"	"coder_notes"	"axis_sample_size"	"axis_spatial_dependence"	"axis_weights_geometry"	"axis_noise_snr"	"axis_error_distribution"	"axis_heteroskedasticity"	"axis_nonlinearity"	"axis_x_correlation"	"axis_spatial_scale"	"axis_measurement_error"	"axis_missing_data"
"S06"	"geostatistics_GP"	"A Full Scale Approximation of Covariance Functions for Large Spatial Data Sets"	"10.1111/j.1467-9868.2011.01007.x"	"corpus\papers\tei\S06.tei.xml"	"237"	"https://openalex.org/W1794957547"	"2026-09-17"	"high_200_499"	"candidate_review"	"simulation evidence found; confirm methodological contribution"	"yes"	"no"	"yes"	"2"	"2 nonstationary parameter configurations"	"n=2000 benchmark with fixed knots/taper; n=8000 prediction comparison for 2 parameter sets across knot numbers/taper ranges"	"lower_bound_3"	"lower_bound_continuous_tuning_grid"	"one generated realization per parameter configuration; no repeated-DGP count reported"	"none_explicitly_found"	"none_explicitly_found"	"yes"	"1"	"1"	"NCDC US precipitation anomalies"	"real-data analysis"	"unclear"	"yes"	"500 held-out locations in n=2000 study; 7000 train/1000 holdout in n=8000 study; MCMC iterations excluded from DGP repetitions"	"full-scale covariance approximation"	"full covariance model; predictive process; covariance tapering"	"posterior parameter summaries; MSPE; computation time"	"Simulation study"	"5341"	"DGP replications; bootstrap/randomization must be kept separate during manual verification."	"Simulation study"	"We considered a nonstationary random field that Banerjee et al. (2008) used in their simulation study on predictive process and for comparison purpose, we considered a Bayesian implementation of the full-scale approximation. We randomly selected 2,000 locations from the region [0, 1000] × [0, 1000] which in turn is partitioned into three subregions as shown in Fig. 4 . We simulated a realization of the spatial process Y (s) at these 2,000 locations using model (1). Three different intercepts were assigned to the three subregions. We adopted a nonstationary ve"	"Real data analysis"	"[Real data analysis] We next illustrate our method using annual total precipitation anomalies at 7352 weather stations from the year 1962 in the United States. The annual precipitation anomalies are the annual rainfall totals standardized by subtracting the long-run mean and dividing the standard deviation for each station using the precipitation data from the National Climatic Data Center (NCDC) for the years 1895 to 1997 (Johns et al., 2003) , Kaufman et al. (2008) noticed no obvious nonstationarity or anisotropy in this spatial data set. Therefore, we fit to data the spatial regression model (1) with the exponential covariance function, which is stationary and isotropic. Our approach requires choice of the knot intensity and the taper range. It is evident that selection of knots and taper range involves tradeoff analysis between inference accuracy and computational cost. A full discussion on this issue is beyond the scope of this paper. For this data set, we did a crude tradeoff analysis using a training subset of size 2,000 and a test subset of size 1,000. Our pilot analysis calculated the MSPE on the test subset and the corresponding run time for prediction over different choices of m and γ. Weighing the tradeoff between MSPE and run time, we chose m = 460 and γ = 25 kilometers for further analysis on the full data set. The resulting tapered covariance matrix [i.e., (21)]…"	"simulation_manually_verified"	"Simulation design checked against full TEI; uncertainty is explicitly retained where tables do not permit an exact total."	"unclear"	"yes_candidate"	"yes_candidate"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"	"yes_candidate"
"S07"	"geostatistics_GP"	"Hierarchical Nearest-Neighbor Gaussian Process Models for Large Geostatistical Datasets"	"10.1080/01621459.2015.1044091"	"corpus\papers\tei\S07.tei.xml"	"649"	"https://openalex.org/W1898904249"	"2026-09-17"	"very_high_500_plus"	"candidate_review"	"simulation evidence found; confirm methodological contribution"	"yes"	"no"	"yes"	"1"	"1 stationary Gaussian-process regression"	"NNGP m=10 and 20; GPP knot settings; full GP"	"lower_bound_4"	"lower_bound_method_configuration_count"	"one synthetic dataset; no repeated-DGP count reported"	"none_explicitly_found"	"none_explicitly_found"	"yes"	"1"	"1"	"USDA Forest Inventory and Analysis biomass"	"empirical analysis"	"unclear"	"yes"	"out-of-sample predictions; 25000 MCMC iterations excluded from DGP repetitions"	"nearest-neighbor Gaussian process (NNGP)"	"NNGP variants; Gaussian predictive process; full GP"	"posterior parameter summaries; DIC; RMSPE; predictive-interval width; computation time"	"Simulation Experiment"	"6050"	"DGP replications; bootstrap/randomization must be kept separate during manual verification."	"Simulation Experiment"	"ction. The first column in Table 1 gives the true values used to generate the responses. Figure 2(a) illustrates the w(t) surface interpolated over the domain. Table . Univariate synthetic data analysis parameter estimates and computing time in minutes for NNGP and full GP models. Parameter posterior summary  (., .) percentiles. NNGP (S = T ) NNGP (S = T ) True m = 10, k = 2000 m = 20, k = 2000 m = 10 m = 20 β 0  . (., .) . (., .) . (., .) . (., .) β 1  . (., .) . (., .) . (., .) . (., .) σ 2  . (., .) . (., .) . (., .) . (., …"	"Forest Biomass Data Analysis"	"[Forest Biomass Data Analysis] Information about the spatial distribution of forest biomass is needed to support global, regional, and local scale decisions, including assessment of current carbon stock and flux, bio-feedstock for emerging bio-economies, and impact of deforestation. In the United States, the Forest Inventory and Analysis (FIA) program of the USDA Forest Service collects the data needed to support these assessments. The program has established field plot centers in permanent locations using a sampling design that produces an equal probability sample (Bechtold and Patterson 2005) . Field crews recorded stem measurements for all trees with diameter at breast height (DBH; 1.37 m above the forest floor) of 12.7 cm or greater. Given these data, established allometric equations were used to estimate each plot's forest biomass. For the subsequent analysis, plot biomass was scaled to metric tons per ha then square root transformed. The transformation ensures that back transformation of subsequent predicted values have support greater than zero and helps to meet basic regression models assumptions. Figure 3 A July 2006 Normalized Difference Vegetation Index (NDVI) image from the MODerate-resolution Imaging Spectroradiometer (MODIS; http://glcf.umd.edu/data/ndvi ) sensor was used as a single predictor. NDVI is calculated from the visible and nearinfrared light reflected…"	"simulation_manually_verified"	"Simulation design checked against full TEI; uncertainty is explicitly retained where tables do not permit an exact total."	"unclear"	"yes_candidate"	"yes_candidate"	"unclear"	"yes_candidate"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"
"S08"	"geostatistics_GP"	"A Multi-Resolution Approximation for Massive Spatial Datasets"	"10.1080/01621459.2015.1123632"	"corpus\papers\tei\S08.tei.xml"	"178"	"https://openalex.org/W2271554986"	"2026-09-17"	"below_200"	"candidate_review"	"simulation evidence found; confirm methodological contribution"	"yes"	"no"	"yes"	"2"	"2 (one-dimensional Matérn; two-dimensional exponential)"	"1D: sample sizes about 2000–1966080 × fixed/increasing domain × approximation resolutions; 2D: n=3211264 × approximation settings"	"unclear"	"continuous_or_figure_grid_not_fully_enumerated"	"5; unclear/single realization"	"none_explicitly_found"	"none_explicitly_found"	"yes"	"1"	"1"	"MIRS satellite total precipitable water"	"real-data comparison"	"unclear"	"no"	"likelihood approximation on generated data; fixed- and increasing-domain sequences"	"multi-resolution approximation (M-RA)"	"exact GP/0-RA; one-resolution/full-scale approximations; M-RA variants"	"log-score; computation time"	"Simulation study"	"4663"	"DGP replications; bootstrap/randomization must be kept separate during manual verification."	"Simulation study"	"We simulated five datasets, each roughly of size 2 million (specifically, n max = 1,966,080) from a Gaussian process with mean zero and covariance function where I(•) is the indicator function and is a Matérn correlation function with smoothness parameter 1.5, which is also used for the real-data example below in Section 4.2. The data were simulated on an equidistant grid on a one-dimensional domain D = [0, 1], which permitted fast simulation using the Davies-Harte algorithm an"	""	""	"simulation_manually_verified"	"Simulation design checked against full TEI; uncertainty is explicitly retained where tables do not permit an exact total."	"yes_candidate"	"unclear"	"yes_candidate"	"unclear"	"yes_candidate"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"
"S09"	"geostatistics_GP"	"Modeling spatial data using local likelihood estimation and a Matérn to spatial autoregressive translation"	"10.1002/env.2652"	"corpus\papers\tei\S09.tei.xml"	"18"	"https://openalex.org/W3048803434"	"2026-09-17"	"below_200"	"candidate_review"	"simulation evidence found; confirm methodological contribution"	"yes"	"no"	"yes"	"1 Monte Carlo experiment plus 2 deterministic calibration experiments"	"stationary Matérn fields with smoothness 1 or 2 and varying ranges/windows/replicate counts"	"11 × 4 × 2 × 9 = 792 Monte Carlo cells"	"792"	"exact"	"100 per cell"	"none_explicitly_found"	"none_explicitly_found"	"yes"	"1"	"1"	"CESM Large Ensemble climate fields"	"climate-data application"	"unclear"	"no"	"in-sample parameter recovery; deterministic calibration runs kept separate from DGP repetitions"	"local Matérn estimation with Matérn-to-SAR numerical calibration"	"Matérn covariance; calibrated SAR representation"	"percent error in range estimates; correlation-matrix approximation error"	"INTRODUCTION | The SAR model | Local estimation strategy | A numerical study of local Matérn estimation | F I G U R E 5 | A visual comparison | Transformation to white noise"	"20956"	"DGP replications; bootstrap/randomization must be kept separate during manual verification."	"INTRODUCTION"	"covariance. The major challenges are in specifying a flexible nonstationary model that is amenable to estimation for large datasets, but also allows for computationally efficient simulation. We investigate a two-stage approach to estimating and modeling nonstationary covariances, similar to the methodology in Nychka, Hammerling, Krock, and Wiens (2018) . First, assuming the field is approximately locally stationary, we perform moving window local likelihood estimation to infer spatially varying Matérn covariance parameters. In the approach of Nychka et al. (2018) these parameters are mapped into those of the LatticeKrig model (Nychka, Bandyo…"	"CLIMATE DATA APPLICATION"	"[CLIMATE DATA APPLICATION] The data set from the CESM LENS project (Kay et al., 2015) is comprised of 30 spatial fields that can be assumed to be independent replicates from the same distribution. This well-known feature is based on the highly nonlinear properties of a global climate model run over a long period and started with different initial conditions. This feature is also termed sensitive dependence on initial conditions and is a hallmark of chaotic dynamical systems. Nychka et al. (2018) first analyzed these data using the LatticeKrig model, and this article details the climate science application. The data locations are on a 288 × 192 grid with approximately one degree resolution, covering the entire globe. The specific dataset used in this application is publically available in R binary format from the LatticeKrig github repository 1 Details about the pattern scaling approach to statistical emulation can also be found in Alexeeff, Nychka, Sain, and Tebaldi (2018) . Briefly, each field is a measure of how the local temperature average is affected by a global temperature average increase of 1 • C. Generating this ensemble of only 30 members was an expensive computational campaign, requiring dedicated super computing resources over a period of months. The statistical task is to represent these spatial fields with a probability distribution where it is more efficient to…"	"simulation_manually_verified"	"Simulation design checked against full TEI; uncertainty is explicitly retained where tables do not permit an exact total."	"yes_candidate"	"yes_candidate"	"yes_candidate"	"unclear"	"yes_candidate"	"yes_candidate"	"unclear"	"unclear"	"yes_candidate"	"unclear"	"unclear"
"S10"	"geostatistics_GP"	"A Vecchia approximation for high-dimensional Gaussian cumulative distribution functions arising from spatial data"	"10.1080/00949655.2021.2016759"	"corpus\papers\tei\S10.tei.xml"	"5"	"https://openalex.org/W3045941984"	"2026-09-17"	"below_200"	"candidate_review"	"simulation evidence found; confirm methodological contribution"	"yes"	"no"	"yes"	"1"	"2 exponential Gaussian processes (range 1; range 5)"	"5 grid sizes × 2 ranges = 10 DGP scenarios; algorithms evaluated at 4 neighbor sizes or 2 quasi-Monte-Carlo sizes"	"10"	"exact_dgp_scenarios"	"one Gaussian-process dataset/scenario; no repeated-DGP count reported"	"none"	"5 stochastic algorithm repetitions per calculation (not DGP repetitions)"	"yes"	"1"	"1"	"European weekly maximum precipitation"	"empirical application"	"unclear"	"no"	"numerical agreement with quasi-Monte-Carlo benchmark; five algorithm replications separated from DGP replication"	"Vecchia approximation to high-dimensional Gaussian CDFs"	"Vecchia conditioning schemes; Genz-Bretz quasi-Monte-Carlo"	"estimated log CDF; numerical variability; computation time"	"Simulation Study"	"3975"	"DGP replications; bootstrap/randomization must be kept separate during manual verification."	"Simulation Study"	"To assess the accuracy and speed of this approximation, and to explore the trade-off inherent in the choice of m, we conduct a simulation study. Since the true value of the cdf is not available, the best we can do to check for accuracy is to see whether it is consistent with results obtained from direct use of the Genz and Bretz [9] QM approach. We simulate a Gaussian process observed on equally spaced grids of five different sizes, 15 × 15, 30 × 30, 50 × 50, 75 × 75 and 100 × 100. We try two different covariance functions for the Gaussian process to see whether this has an impact on the cdf estimati"	"Precipitation Over Europe"	"[Precipitation Over Europe] Our dataset consists of weekly maximum precipitation observations between January, 2000 and April, 2019, in the western and central region of continental Europe, north of the mountain ranges the Pyrenees, Alps, and Carpathians. The 6 countries we consider are Germany, Poland, Netherlands, Belgium, Czech Republic, and France. Figure 8 shows the locations of the observation stations distributed over Europe. This dataset consists of 1,006 weekly maxima from D = 528 weather stations. For context, the computational bottleneck from the Gaussian cdf limited the analysis in Huser et al. [14] to a dataset of D = 12 locations, even though analysis was performed on a large high-performance computing cluster. We use the weekly maximum daily accumulations at each location to break temporal dependence that might arise from storms that persist for more than one day. Out of the 531,168 total observations, 32.6% were missing values. For each weekly maximum, only the available data was used for estimation, and all missing observations were disregarded. The covariance model we use for the underlying Gaussian processes is an anisotropic exponential, Σ ij (θ) = exp{-h ij /ρ}, where ρ is the range parameter and h ij is the Mahalanobis distance between locations s i and s j . The Mahalanois distance is parametrized as h 2 ij = Ω T Ω, where Ω = (s i -s j ) T cos(φ) -sin(φ)…"	"simulation_manually_verified"	"Simulation design checked against full TEI; uncertainty is explicitly retained where tables do not permit an exact total."	"yes_candidate"	"unclear"	"yes_candidate"	"unclear"	"yes_candidate"	"unclear"	"unclear"	"unclear"	"yes_candidate"	"unclear"	"unclear"
"T01"	"spatiotemporal_panel"	"Panel data models with spatially correlated error components"	"10.1016/j.jeconom.2006.09.004"	"corpus\papers\tei\T01.tei.xml"	"821"	"https://openalex.org/W2161162628"	"2026-09-17"	"very_high_500_plus"	"candidate_review"	"simulation evidence found; confirm methodological contribution"	"yes"	"no"	"yes"	"1"	"1 spatial panel error-components model"	"7 spatial-autoregressive values × 3 W matrices = 21"	"21"	"exact"	"1000 per cell"	"none_explicitly_found"	"none_explicitly_found"	"no"	"0"	"0"	""	"none"	"unclear"	"no"	"in-sample parameter-estimation Monte Carlo"	"GM estimators and feasible GLS for spatial panel error components"	"three GM variants; iterated GM/FGLS; maximum likelihood"	"robust RMSE based on median and interquantile range"	"A Monte Carlo Investigation"	"9952"	"DGP replications; bootstrap/randomization must be kept separate during manual verification."	"A Monte Carlo Investigation"	"In the following we report on a small Monte Carlo study of the small sample properties of the estimators suggested in this paper. We consider the three suggested GM estimators of the spatial autoregressive parameter ρ and variances σ 2 μ and σ 2 1 , and corresponding feasible GLS estimators for β. We also consider iterated versions of these estimators. For purposes of comparison, we also consider the maximum likelihood estimator of these parameters. A larger Monte Carlo study relating to a wider set of experiments"	""	""	"simulation_manually_verified"	"Simulation design checked against full TEI; uncertainty is explicitly retained where tables do not permit an exact total."	"unclear"	"yes_candidate"	"yes_candidate"	"unclear"	"yes_candidate"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"
"T02"	"spatiotemporal_panel"	"QML Estimation of Spatial Dynamic Panel Data Models with Time Varying Spatial Weights Matrices"	"10.1080/17421772.2011.647057"	"corpus\papers\tei\T02.tei.xml"	"101"	"https://openalex.org/W2077685031"	"2026-09-17"	"below_200"	"candidate_review"	"simulation evidence found; confirm methodological contribution"	"yes"	"no"	"yes"	"2"	"2 time-varying W patterns (left-right/queen; rook/queen)"	"2 parameter vectors × 2 n × 2 T = 8 per W pattern; estimations under correct and four misspecified W specifications"	"16"	"exact_dgp_cells_lower_bound_if_supplementary_designs_counted"	"500 per cell"	"none_explicitly_found"	"none_explicitly_found"	"no"	"0"	"0"	""	"none"	"unclear"	"no"	"in-sample parameter estimation under W misspecification"	"bias-corrected ML for panels with time-varying spatial weights"	"uncorrected MLE; bias-corrected MLE under correct, averaged, left-right, queen and rook W"	"bias; SD; RMSE; coverage probability"	"Monte Carlo"	"5445"	"DGP replications; bootstrap/randomization must be kept separate during manual verification."	"Monte Carlo"	"We conduct a Monte Carlo experiment to evaluate the performance of MLEs and the bias corrected estimator with time varying spatial weights matrices. The DGP is (1): t ¼ 1; 2; :::; T : We generate samples using h a 0 ¼ ð0:1; 0:2; 1; 0:5; 1Þ 0 and h b 0 ¼ ð0:4; 0:2; 1; 0:2; 1Þ, where h , and X nt , c n0 , a t0 and V nt are generated from independent normal distributions. 12 We use T010, 50, and n 049, 196. For time varying spatial weights matrices, we choose an alternating pattern. When t is"	""	""	"simulation_manually_verified"	"Simulation design checked against full TEI; uncertainty is explicitly retained where tables do not permit an exact total."	"unclear"	"unclear"	"yes_candidate"	"unclear"	"yes_candidate"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"
"T03"	"spatiotemporal_panel"	"Spatial dynamic panel data models with interactive fixed effects"	"10.1016/j.jeconom.2016.12.001"	"corpus\papers\tei\T03.tei.xml"	"131"	"https://openalex.org/W2579228981"	"2026-09-17"	"below_200"	"candidate_review"	"simulation evidence found; confirm methodological contribution"	"yes"	"no"	"yes"	"3"	"4 principal dynamic spatial-panel parameter specifications plus factor-number/noise sensitivity"	"4 specifications × 3 n × 3 T = 36 principal cells; additional redundant-factor and factor-strength cells"	"lower_bound_36"	"lower_bound"	"1000 per design"	"none_explicitly_found"	"none_explicitly_found"	"yes"	"1"	"1"	"US state HECM mortgage originations"	"empirical application"	"unclear"	"no"	"in-sample parameter recovery and model-dimension selection"	"bias-corrected QML for dynamic spatial panels with interactive effects"	"QMLE; bias-corrected QMLE; multiple factor-number criteria"	"bias; coverage probability; factor-number selection accuracy"	"Monte Carlo results"	"4935"	"DGP replications; bootstrap/randomization must be kept separate during manual verification."	"Monte Carlo results"	"1000 Monte Carlo replications are carried out for each design. The numerical maximization routine starts at multiple values, because the objective function is not concave and multiple local maxima might exist. The baseline specification is θ a 0 = (0.3, 0.3, 0.3, 0.3, 1, 1) for θ = (λ , γ, ρ, α, β 1 , β 2 ). We then consider the cases with negative spatial interaction (θ b 0 = (-0.3, 0.3, 0.3, 0.3, 1, 1)), no spatial correlation in disturbances (θ c 0 = (0.3, 0.3, 0.3, 0, 1, 1)), a"	"Empirical application: spatial spillovers in mortgage originations"	"[Empirical application: spatial spillovers in mortgage originations] Our empirical application is motivated by Haurin et al. (2016) , which analyzes the effect of house prices on state-level origination rates of the Home Equity Conversion Mortgage (HECM), but does not consider spatial spillovers. HECM is the predominant type of reverse mortgages which enable senior homeowners to withdraw their home equity without home sale or monthly payments. HECMs are insured and regulated by the federal government, although the private market originates the loans. The insurance is provided by the Federal Housing Administration through the mutual mortgage insurance fund, which guarantees that the borrower can have access to the loan fund in the future even when the lender is no longer in business, and the lender can be fully repaid when the loan terminates even if the house value is less than the loan balance. The borrower pays mortgage insurance premium both at loan closing and monthly over the lifetime of the loan. Haurin et al. (2016) find that states with past volatile house prices and current house price levels above long term norms have higher origination rates. This is consistent with the hypothesis that households use HECMs to insure against house price declines and therefore the mortgage insurance should take into account this behavioral response to house price dynamics, as the insu…"	"simulation_manually_verified"	"Simulation design checked against full TEI; uncertainty is explicitly retained where tables do not permit an exact total."	"yes_candidate"	"yes_candidate"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"
"T04"	"spatiotemporal_panel"	"QML estimation of spatial dynamic panel data models with endogenous time varying spatial weights matrices"	"10.1016/j.jeconom.2016.11.004"	"corpus\papers\tei\T04.tei.xml"	"75"	"https://openalex.org/W2560597405"	"2026-09-17"	"below_200"	"candidate_review"	"simulation evidence found; confirm methodological contribution"	"yes"	"no"	"yes"	"1"	"1 endogenous time-varying-W spatial panel with three endogeneity levels"	"3 endogeneity levels × 2 T values = 6 principal DGP cells (n=100)"	"6"	"exact_principal_design"	"500 per cell"	"none_explicitly_found"	"none_explicitly_found"	"yes"	"1"	"1"	"US state cigarette demand"	"empirical illustration"	"unclear"	"no"	"in-sample parameter estimation under correct and misspecified W endogeneity"	"QMLE for endogenous time-varying spatial weights"	"correct endogenous-W QMLE; exogenous-W QMLE; direct and transformation approaches; bias corrections"	"bias; SD; RMSE; coverage probability"	"Monte Carlo"	"3629"	"DGP replications; bootstrap/randomization must be kept separate during manual verification."	"Monte Carlo"	"We conduct Monte Carlo experiments to investigate the …nite sample performance of QML estimates. The value of 0 = 1 0 v 0 in the DGP can be 0, 0.5 and 0.8, which correspond, respectively, to exogenous, mild endogenous, and strong endogenous W nt . We estimate the parameters using the QML estimation taking into account endogenous W nt , and compare them with the estimates using the exogenous W nt speci…cation in Lee and Yu (2012) . We expect to see that (i) for the DGP with endogenous W n"	"Empirical Application"	"[Empirical Application] We consider the dynamic demand for cigarette consumption as our empirical illustration. Baltagi and Levin (1986, 1992) …nd that there is signi…cant price elasticity but the income elasticity is small. The ""bootlegging"" e¤ect is found to be signi…cant so that the minimum price of neighboring states in ‡uences the cigarette sale in a state. However, this bootlegging speci…cation ignores the possibility that cross border shopping can take place in di¤erent neighboring states, but not just the minimum price of neighboring states. For these di¤erent neighboring states, only those with a lower price might a¤ect the demand of the home state. Similar to Kelejian and Piras (2014) , we propose the following equation for estimation Here, C nt is the cigarette sales in packs per capita, I nt is per capita disposable income, and P nt is price per pack of cigarettes. The sample includes 46 states 18 and 30 years (1983-1992). We allow the endogeneity of spatial weights matrices by the following equation where P op16 nt is the ratio of population with age over 16, which is the legal age to smoke. For identi…cation purposes, as long as the ln P nt includes di¤erent exogenous variables such as ln P n;t 1 or P op16 nt , 2 will be identi…ed. 19 We have two speci…cations of the spatial weights matrix. The …rst one speci…ed as where d ijt is a dummy variable speci…es the des…"	"simulation_manually_verified"	"Simulation design checked against full TEI; uncertainty is explicitly retained where tables do not permit an exact total."	"unclear"	"unclear"	"yes_candidate"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"
"T05"	"spatiotemporal_panel"	"A spatial panel data model with time varying endogenous weights matrices and common factors"	"10.1016/j.regsciurbeco.2017.03.007"	"corpus\papers\tei\T05.tei.xml"	"29"	"https://openalex.org/W2605298442"	"2026-09-17"	"below_200"	"candidate_review"	"simulation evidence found; confirm methodological contribution"	"yes"	"no"	"yes"	"2"	"endogenous time-varying-W spatial panel with factor-number sensitivity"	"4 spatial-interaction levels × 2 endogeneity levels × reported n/T settings; additional factor-number misspecification cells"	"lower_bound_8"	"lower_bound"	"1000 per design"	"none_explicitly_found"	"none_explicitly_found"	"yes"	"1"	"1"	"US state HECM mortgage originations"	"empirical application"	"unclear"	"no"	"in-sample parameter recovery and misspecification analysis"	"bias-corrected QML with endogenous spatial weights and interactive effects"	"original and bias-corrected QMLE; exogenous-W misspecification; alternative factor counts"	"bias; SD; RMSE; coverage probability"	"Monte Carlo results"	"3301"	"DGP replications; bootstrap/randomization must be kept separate during manual verification."	"Monte Carlo results"	"1000 Monte Carlo replications are carried out. The numerical maximization routine starts at multiple values, because the objective function is not concave and multiple local maxima may exist. We vary the degree of spatial interaction (λ = -0.6, -0.2, 0.2, 0.6) and endo- geneity (ρ = 0.2, 0.6). α ξ denotes σ ξ -1 and α denotes Σϵ -1 2 . Tables 1-4 report the Monte Carlo results for the original QML estimators and their bias corrected counterparts. The magnitude of biases generally d"	"Empirical application: spatial spillovers in mortgage originations"	"[Empirical application: spatial spillovers in mortgage originations] Our empirical application is motivated by Haurin et al. (2016) which analyzes the effect of house prices on state-level origination rates of the Home Equity Conversion Mortgage (HECM). HECM is the predominant type of reverse mortgages in the United States, which enable senior homeowners to withdraw their home equity without home sale or monthly payments. HECMs are insured and regulated by the federal government, although the private market originates the loans. The insurance is provided by the Federal Housing Administration through the mutual mortgage insurance fund, which guarantees that the borrower can have access to the loan fund in the future even when the lender is no longer in business, and the lender can be fully repaid when the loan terminates even if the house value is less than the loan balance. The borrower pays mortgage insurance premium both at loan closing and monthly over the lifetime of the loan. Haurin et al. (2016) find that states with past volatile house prices and current house price levels above long term norms have higher origination rates. This is consistent with the hypothesis that households use HECMs to insure against house price declines and therefore the mortgage insurance should take into account this behavioral response to house price dynamics, as the insurance fund will face h…"	"simulation_manually_verified"	"Simulation design checked against full TEI; uncertainty is explicitly retained where tables do not permit an exact total."	"yes_candidate"	"yes_candidate"	"yes_candidate"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"
"T06"	"spatiotemporal_panel"	"Estimation of fixed effects spatial dynamic panel data models with small T and unknown heteroskedasticity"	"10.1016/j.regsciurbeco.2020.103520"	"corpus\papers\tei\T06.tei.xml"	"16"	"https://openalex.org/W3003943162"	"2026-09-17"	"below_200"	"candidate_review"	"simulation evidence found; confirm methodological contribution"	"yes"	"no"	"yes"	"3"	"3 FE-SDPD DGPs (general model; spatial Durbin extension; SL/STL comparison)"	"DGP × 2 heteroskedasticity patterns/homoskedastic case × 3 error distributions × 2 T × 4 N × SNR/parameter settings"	"unclear"	"large_factorial_not_fully_enumerated"	"2000 per parameter combination"	"none_explicitly_found"	"none_explicitly_found"	"yes"	"1"	"1"	"sovereign bond spreads for 51 countries"	"empirical application"	"unclear"	"no"	"in-sample parameter and variance-estimator Monte Carlo"	"robust M-estimator for fixed-effects spatial dynamic panels"	"conditional QMLE; homoskedastic M-estimator; robust optimal GMM"	"empirical mean; SD; robust estimated SE; bias; efficiency"	"Monte Carlo Study"	"6685"	"DGP replications; bootstrap/randomization must be kept separate during manual verification."	"Monte Carlo Study"	"Monte Carlo experiments are carried out to investigate the finite sample performance of the proposed M-estimator of the FE-SDPD model with unknown heteroskedasticity and the finite sample performance of the corresponding VC matrix estimator. Further, the proposed robust M-estimator is compared with the M-estimator of Yang (2018) under homoskedasticity for efficiency purpose. It is also compared with the robust optimal GMM estimator of Kuersteiner and Prucha (2018) . Finally, a"	"Empirical Application: Sovereign Risk Spillover"	"[Empirical Application: Sovereign Risk Spillover] This section presents an empirical application of the proposed M-estimator for the FE-SDPD model under small T and unknown heteroskedasticity. We investigate international spillover of the sovereign bond spreads of 51 countries from 2007 to 2012, and we find that it is important to allow for heteroskedasticity in the estimation. All of these works are under the assumption that disturbances are homoskedastic. However, as different financial sectors vary greatly in size and depth, different countries vary greatly in so many aspects such as population, location, completeness of financial market, bureaucratic quality, government stability, openness to trade, and other social-economical characteristics, it is natural to think that we should allow the innovations to be heteroskedastic. Our data covers 51 countries, including both advanced and emerging markets over six years from 2007 to 2012. The list of countries included in our analysis is presented in table E1. Bond yield spread, credit default swap and credit ratings are three commonly used measures of sovereign risk in the literature. We follow the main body of the literature to measure the sovereign risk by sovereign bond yields spreads. For advanced economies, the spread is computed as the difference between the 10-year bond yields on the secondary market and the 10-year US tr…"	"simulation_manually_verified"	"Simulation design checked against full TEI; uncertainty is explicitly retained where tables do not permit an exact total."	"yes_candidate"	"yes_candidate"	"yes_candidate"	"yes_candidate"	"yes_candidate"	"yes_candidate"	"yes_candidate"	"unclear"	"unclear"	"unclear"	"unclear"
