source_language;source_catalogue;final_category;final_sheet;package;bundle;main_object;dataset_key;dataset;main_file_or_entry;role;keep;description_bundle;description;theme;n;k;useful_variable_count;useful_variables;variables;geometry_type;has_geometry;has_coordinates;coordinate_columns;has_place_name_if_no_geometry;place_name_columns;has_datetime;datetime_columns;has_y;candidate_y_variables;has_multiple_x;candidate_x_variables;auxiliary_files;local_files;duplicate_in_r;r_match;curation_decision;curation_reason;source;source_url;inventory_status;download_status
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;wiedemann.safflower.uniformity;wiedemann.safflower.uniformity;;;;main_table;;Uniformity trial of safflower;;agronomie / agriculture;1782;3;3;row, col, yield;row, col, yield;;No;No;;No;;No;;Yes;yield;Yes;row, col;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Wiedemann, Alfred Max. 1962. Estimation of Optimum Plot Size and Shape for Use in Safflower Yield Trails. Table 5. All Graduate Theses and Dissertations. Paper 3600. Table 5. https://digitalcommons.usu.edu/etd/3600 https://doi.org/10.26076/7184-afa1;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;williams.barley.uniformity;williams.barley.uniformity;;;;main_table;;Uniformity trial of barley;;agronomie / agriculture;720;3;3;row, col, yield;row, col, yield;;No;No;;No;;No;;Yes;yield;Yes;row, col;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Williams, ER and Luckett, DJ. 1988. The use of uniformity data in the design and analysis of cotton and barley variety trials. Australian Journal of Agricultural Research, 39, 339-350. https://doi.org/10.1071/AR9880339;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;williams.cotton.uniformity;williams.cotton.uniformity;;;;main_table;;Uniformity trial of cotton;;agronomie / agriculture;288;3;3;row, col, yield;row, col, yield;;No;No;;No;;No;;Yes;yield;Yes;row, col;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Williams, ER and Luckett, DJ. 1988. The use of uniformity data in the design and analysis of cotton and barley variety trials. Australian Journal of Agricultural Research, 39, 339-350. https://doi.org/10.1071/AR9880339;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;williams.trees;williams.trees;;;;main_table;;Multi-environment trial of trees, height / survival of 37 species at 6 sites in Thailand;;biodiversite / ecologie;192;4;4;env, gen, height, survival;env, gen, height, survival;;No;No;;No;;No;;Yes;env;Yes;gen, height, survival;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Williams, ER and Luangviriyasaeng, V. 1989. Statistical analysis of tree species trial and seedlot:site interaction in Thailand. Chapter 14 of _Trees for the Tropics: Growing Australian Multipurpose Trees and Shrubs in Developing Countries_. Pages 145-152. https://aciar.gov.au/publication/MN010;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;woodman.pig;woodman.pig;;;;main_table;;Weight gain in pigs for different treatments;;agronomie / agriculture;30;10;10;pen, treatment, pig, sex, weight1, weight2, feed, w0, g, h;pen, treatment, pig, sex, weight1, weight2, feed, w0, g, h;;No;No;;No;;No;;Yes;pen;Yes;treatment, pig, sex, weight1, weight2, feed, w0, g, h;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Woodman, Evans, Callow & Wishart (1936). The nutrition of the bacon pig. I. The influence of high levels of protein intake on growth, conformation and quality in the bacon pig. The Journal of Agricultural Science, 26, 546 - 619. Table V, Page 557. https://doi.org/10.1017/S002185960002308X Wishart, J. (1938). Growth-rate determinations in nutrition studies with the bacon pig and their analysis. Biometrika, 30: 16-28. Page 20, table 2. https://doi.org/10.2307/2332221;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;wyatt.multi.uniformity;wyatt.multi.uniformity;;;;main_table;;Uniformity trial of oats and wheat on the same ground.;;agronomie / agriculture;258;5;4;col, row, yield, crop;col, row, yield, year, crop;;No;No;;No;;Yes;year;Yes;yield;Yes;col, row, crop;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;F. A. Wyatt (1927). Variation in plot yields due to soil heterogeneity. Scientific Agriculture, 7, 248-256. Table 1. https://doi.org/10.4141/sa-1927-0020;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;yan.winterwheat;yan.winterwheat;;;;main_table;;Multi-environment trial of winter wheat in Ontario;;environnement / climat;162;3;3;gen, env, yield;gen, env, yield;;No;No;;No;;No;;Yes;yield;Yes;gen, env;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Weikai Yan and M.S. Kang (2002). GGE biplot analysis: A graphical tool for breeders, geneticists, and agronomists. CRC. Page 59. Weikai Yan and Nicholas A. Tinker. 2006. Biplot analysis of multi-environment trial data: Principles and applications. Table 1.;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;yang.barley;yang.barley;;;;main_table;;Multi-environment trial of barley in Alberta, 6 varieties at 18 locations in Alberta.;;environnement / climat;108;3;3;site, gen, yield;site, gen, yield;;No;No;;No;;No;;Yes;yield;Yes;site, gen;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Rong-Cai Yang (2007). Mixed-Model Analysis of Crossover Genotype-Environment Interactions. Crop Science, 47, 1051-1062. https://doi.org/10.2135/cropsci2006.09.0611;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;yates.oats;yates.oats;;;;main_table;;Split-plot experiment of oats;;agronomie / agriculture;72;8;8;row, col, yield, nitro, gen, block, grain, straw;row, col, yield, nitro, gen, block, grain, straw;;No;No;;No;;No;;Yes;yield;Yes;row, col, nitro, gen, block, grain, straw;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Report for 1931. Rothamsted Experiment Station. Page 143. https://www.era.rothamsted.ac.uk/eradoc/article/ResReport1931-141-159;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;zuidhof.broiler;zuidhof.broiler;;;;main_table;;Daily weight, feed, egg measurements for a broiler chicken;;agronomie / agriculture;59;6;6;bw, targetbw, adfi, adg, eggwt, age;bw, targetbw, adfi, adg, eggwt, age;;No;No;;No;;No;;Yes;targetbw;Yes;bw, adfi, adg, eggwt, age;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Martin J. Zuidhof and Robert A. Renema and Frank E. Robinson, (2008). Understanding Multiple, Repeated Animal Measurements with the Help of PROC GPLOT. SAS Global Forum 2008, Paper 250-2008. https://support.sas.com/resources/papers/proceedings/pdfs/sgf2008/250-2008.pdf;;;
Python;software_python_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;libpysal;;;Buenosaires;Buenosaires;Buenosaires;main_dataset_catalog_entry;yes;; Electoral Data for 1999 Argentinean Elections;environnement / climat;209;22;21;INDRA, PROV, CIRCUNS, CIRC, PROVINCIA, CIRCUNSCRI, CIRCUITO, APR_1, AL_1, TURNT_1, ELEC_1, VOTPOS_1, AL99CIRC, APR99CIR, TURN99CR, EAST, NORTH, INDRANO, APR99PC, AL99PC, TURN99PC;INDRA, PROV, CIRCUNS, CIRC, PROVINCIA, CIRCUNSCRI, CIRCUITO, APR_1, AL_1, TURNT_1, ELEC_1, VOTPOS_1, AL99CIRC, APR99CIR, TURN99CR, EAST, NORTH, INDRANO, APR99PC, AL99PC, TURN99PC, geometry;;No;No;;No;;No;;Yes;INDRA;Yes;PROV, CIRCUNS, CIRC, PROVINCIA, CIRCUNSCRI, CIRCUITO, APR_1, AL_1, TURNT_1, ELEC_1, VOTPOS_1, AL99CIRC, APR99CIR, TURN99CR, EAST, NORTH, INDRANO, APR99PC, AL99PC, TURN99PC;;data\downloads\software\python_datasets\csv\libpysal__Buenosaires.csv, data\downloads\software\python_datasets\geojson\libpysal__Buenosaires.geojson;No;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;;;listed_from_libpysal_examples;extracted_csv_geojson
Python;software_python_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;libpysal;;;Chicago commpop;Chicago commpop;Chicago commpop;main_dataset_catalog_entry;yes;; Chicago Community Area Population Percent Change for 2000 and 2010;a qualifier manuellement;77;9;8;community, NID, POP2010, POP2000, POPCH, POPPERCH, popplus, popneg;community, NID, POP2010, POP2000, POPCH, POPPERCH, popplus, popneg, geometry;;No;No;;No;;No;;Yes;POP2010, POP2000, POPCH, POPPERCH, popplus, popneg;Yes;community, NID;;data\downloads\software\python_datasets\csv\libpysal__Chicago_commpop.csv, data\downloads\software\python_datasets\geojson\libpysal__Chicago_commpop.geojson;No;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;;;listed_from_libpysal_examples;extracted_csv_geojson
Python;software_python_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;libpysal;;;Health Indicators;Health Indicators;Health Indicators;main_dataset_catalog_entry;yes;; Chicago Health Indicators (2005-11);sante / epidemiologie;77;32;27;BirthRate, Gener_Rate, LowBi_ight, Prena_ster, Prete_rths, TeenB_Rate, Assau_cide, Breas_ales, Cance_ites, Color_ncer, Diabe_ated, Firea_ated, Infan_Rate, LungCancer, Prost_ales, Strok_ease, Child_ning, Chil_ing_1, Gonor_ales, Gono_les_1, Tuber_osis, Below_evel, Crowd_sing, Dependency, NoHig_loma, PerCa_come, Unemp_ment;area_num, shape_area, shape_len, comm_area, BirthRate, Gener_Rate, LowBi_ight, Prena_ster, Prete_rths, TeenB_Rate, Assau_cide, Breas_ales, Cance_ites, Color_ncer, Diabe_ated, Firea_ated, Infan_Rate, LungCancer, Prost_ales, Strok_ease, Child_ning, Chil_ing_1, Gonor_ales, Gono_les_1, Tuber_osis, Below_evel, Crowd_sing, Dependency, NoHig_loma, PerCa_come, Unemp_ment, geometry;;No;No;;No;;No;;Yes;BirthRate, Gener_Rate, TeenB_Rate, Infan_Rate;Yes;area_num, shape_area, shape_len, comm_area, LowBi_ight, Prena_ster, Prete_rths, Assau_cide, Breas_ales, Cance_ites, Color_ncer, Diabe_ated, Firea_ated, LungCancer, Prost_ales, Strok_ease, Child_ning, Chil_ing_1, Gonor_ales, Gono_les_1, Tuber_osis, Below_evel, Crowd_sing, Dependency, NoHig_loma, PerCa_come, Unemp_ment;;data\downloads\software\python_datasets\csv\libpysal__Health_Indicators.csv, data\downloads\software\python_datasets\geojson\libpysal__Health_Indicators.geojson;No;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;;;listed_from_libpysal_examples;extracted_csv_geojson
Python;software_python_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;libpysal;;;Malaria;Malaria;Malaria;main_dataset_catalog_entry;yes;; Malaria incidence and population (1973, 95, 93 censuses and projections until 2005)      ;sante / epidemiologie;33;47;46;ADM1, ADM0, CODDEPT, TP1973, UP1973, RP1973, TP1985, UP1985, RP1985, TP1993, UP1993, RP1993, MALARI98, TP1995, UP1995, RP1995, TP1996, UP1996, RP1996, TP1997, UP1997, RP1997, TP1998, UP1998, RP1998, TP1999, UP1999, RP1999, TP2000, UP2000, RP2000, TP2001, UP2001, RP2001, TP2002, UP2002, RP2002, TP2003, UP2003, RP2003, TP2004, UP2004, RP2004, TP2005, UP2005, RP2005;ADM1, ADM0, CODDEPT, TP1973, UP1973, RP1973, TP1985, UP1985, RP1985, TP1993, UP1993, RP1993, MALARI98, TP1995, UP1995, RP1995, TP1996, UP1996, RP1996, TP1997, UP1997, RP1997, TP1998, UP1998, RP1998, TP1999, UP1999, RP1999, TP2000, UP2000, RP2000, TP2001, UP2001, RP2001, TP2002, UP2002, RP2002, TP2003, UP2003, RP2003, TP2004, UP2004, RP2004, TP2005, UP2005, RP2005, geometry;;No;No;;No;;No;;Yes;ADM1;Yes;ADM0, CODDEPT, TP1973, UP1973, RP1973, TP1985, UP1985, RP1985, TP1993, UP1993, RP1993, MALARI98, TP1995, UP1995, RP1995, TP1996, UP1996, RP1996, TP1997, UP1997, RP1997, TP1998, UP1998, RP1998, TP1999, UP1999, RP1999, TP2000, UP2000, RP2000, TP2001, UP2001, RP2001, TP2002, UP2002, RP2002, TP2003, UP2003, RP2003, TP2004, UP2004, RP2004, TP2005, UP2005, RP2005;;data\downloads\software\python_datasets\csv\libpysal__Malaria.csv, data\downloads\software\python_datasets\geojson\libpysal__Malaria.geojson;No;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;;;listed_from_libpysal_examples;extracted_csv_geojson
Python;software_python_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;libpysal;;;networks;networks;networks;main_dataset_catalog_entry;yes;;Datasets used for network testing;reseaux / morphometrie urbaine;29;4;3;FNODE, TNODE, ONEWAY;FNODE, TNODE, ONEWAY, geometry;;No;No;;No;;No;;Yes;FNODE;Yes;TNODE, ONEWAY;;data\downloads\software\python_datasets\csv\libpysal__networks.csv, data\downloads\software\python_datasets\geojson\libpysal__networks.geojson;No;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;;;listed_from_libpysal_examples;extracted_csv_geojson
Python;software_python_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;geosnap;;;io/variables.csv;variables;io/variables.csv;main_data_file_candidate;yes;;;a qualifier manuellement;194;12;12;variable, label, formula, ltdb, ncdb, census_1990_form, census_1990_table_column, census_2000_form, census_2000_table_column, acs, category, notes;variable, label, formula, ltdb, ncdb, census_1990_form, census_1990_table_column, census_2000_form, census_2000_table_column, acs, category, notes;;No;No;;No;;No;;Yes;variable;Yes;label, formula, ltdb, ncdb, census_1990_form, census_1990_table_column, census_2000_form, census_2000_table_column, acs, category, notes;;data\downloads\software\python_datasets\files\geosnap\geosnap__io_variables_csv.csv;No;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;;;embedded_package_file;copied_package_file
Python;software_python_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;xarray;;;ASE_ice_velocity;ASE_ice_velocity;ASE_ice_velocity;main_dataset_catalog_entry;yes;;;a qualifier manuellement;400000;32;32;vx1996, vy1996, err1996, vx2000, vy2000, err2000, vx2002, vy2002, err2002, vx2006, vy2006, err2006, vx2007, vy2007, err2007, vx2008, vy2008, err2008, vx2009, vy2009, err2009, vx2010, vy2010, err2010, vx2011, vy2011, err2011, vx2012, vy2012, err2012, xaxis, yaxis;vx1996, vy1996, err1996, vx2000, vy2000, err2000, vx2002, vy2002, err2002, vx2006, vy2006, err2006, vx2007, vy2007, err2007, vx2008, vy2008, err2008, vx2009, vy2009, err2009, vx2010, vy2010, err2010, vx2011, vy2011, err2011, vx2012, vy2012, err2012, xaxis, yaxis;;No;No;;No;;No;;Yes;vx1996;Yes;vy1996, err1996, vx2000, vy2000, err2000, vx2002, vy2002, err2002, vx2006, vy2006, err2006, vx2007, vy2007, err2007, vx2008, vy2008, err2008, vx2009, vy2009, err2009, vx2010, vy2010, err2010, vx2011, vy2011, err2011, vx2012, vy2012, err2012, xaxis, yaxis;;data\downloads\software\python_datasets\netcdf\xarray__ASE_ice_velocity.nc;No;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;;;listed_from_xarray_tutorial;extracted_netcdf
Python;software_python_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;xarray;;;rasm;rasm;rasm;main_dataset_catalog_entry;yes;;;environnement / climat;2029500;1;3;Tair, xc, yc;Tair, time, xc, yc;;No;No;;No;;Yes;time;Yes;Tair;Yes;xc, yc;;data\downloads\software\python_datasets\netcdf\xarray__rasm.nc;No;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;;;listed_from_xarray_tutorial;extracted_netcdf
R;software_r_catalog_curated_workbook.xlsx;Bons candidats spatial;Bons_candidats_spatial;spdep;columbus;columbus;;;;main_table;;Columbus OH spatial analysis data set;;crime / conflit / securite;49;22;14;COLUMBUS., COLUMBUS.I, POLYID, HOVAL, INC, CRIME, OPEN, PLUMB, DISCBD, NSA, NSB, EW, CP, THOUS;AREA, PERIMETER, COLUMBUS., COLUMBUS.I, POLYID, NEIG, HOVAL, INC, CRIME, OPEN, PLUMB, DISCBD, X, Y, AREA, NSA, NSB, EW, CP, THOUS, NEIGNO, PERIM;;Yes;Yes;X, Y;No;NEIG, NEIGNO;No;;Yes;CRIME;Yes;AREA, PERIMETER, COLUMBUS., COLUMBUS.I, POLYID, HOVAL, INC, OPEN, PLUMB, DISCBD, NSA, NSB, EW, CP, THOUS, PERIM;bbs, col.gal.nb, coords, polys;;;;Bon candidat spatial;Geometrie ou signal spatial present, variable d'interet candidate et plusieurs X candidates.;NA;;;
R;software_r_catalog_curated_workbook.xlsx;Bons candidats spatial;Bons_candidats_spatial;spData;house;house;;;;main_spatial_sp;;Lucas county OH housing;;housing / immobilier;25357;24;22;price, yrbuilt, stories, TLA, wall, beds, baths, halfbaths, frontage, depth, garage, garagesqft, rooms, lotsize, avalue, s1993, s1994, s1995, s1996, s1997, s1998, age;price, yrbuilt, stories, TLA, wall, beds, baths, halfbaths, frontage, depth, garage, garagesqft, rooms, lotsize, sdate, avalue, s1993, s1994, s1995, s1996, s1997, s1998, syear, age;;Yes;No;;No;;Yes;sdate, syear;Yes;price, avalue;Yes;yrbuilt, stories, TLA, wall, beds, baths, halfbaths, frontage, depth, garage, garagesqft, rooms, lotsize, s1993, s1994, s1995, s1996, s1997, s1998, age;LO_nb, trMat;;;;Bon candidat spatial;Geometrie ou signal spatial present, variable d'interet candidate et plusieurs X candidates.;Dataset included in the Spatial Econometrics toolbox for Matlab, formerly available from http://www.spatial-econometrics.com/html/jplv7.zip.;;;
R;software_r_catalog_curated_workbook.xlsx;Bons candidats spatial;Bons_candidats_spatial;spData;baltimore;baltimore;;;;main_table;;House sales prices, Baltimore, MD 1978;;housing / immobilier;211;17;15;STATION, PRICE, NROOM, DWELL, NBATH, PATIO, FIREPL, AC, BMENT, NSTOR, GAR, AGE, CITCOU, LOTSZ, SQFT;STATION, PRICE, NROOM, DWELL, NBATH, PATIO, FIREPL, AC, BMENT, NSTOR, GAR, AGE, CITCOU, LOTSZ, SQFT, X, Y;;Yes;Yes;X, Y;No;;No;;Yes;PRICE;Yes;STATION, NROOM, DWELL, NBATH, PATIO, FIREPL, AC, BMENT, NSTOR, GAR, AGE, CITCOU, LOTSZ, SQFT;;;;;Bon candidat spatial;Geometrie ou signal spatial present, variable d'interet candidate et plusieurs X candidates.;Prepared by Luc Anselin. Original data made available by Robin Dubin, Weatherhead School of Management, Case Western Research University, Cleveland, OH. http://sal.agecon.uiuc.edu/datasets/baltimore.zip;;;
R;software_r_catalog_curated_workbook.xlsx;Bons candidats spatial;Bons_candidats_spatial;spData;columbus;columbus;;;;main_table;;Columbus OH spatial analysis data set;;crime / conflit / securite;49;22;14;COLUMBUS., COLUMBUS.I, POLYID, HOVAL, INC, CRIME, OPEN, PLUMB, DISCBD, NSA, NSB, EW, CP, THOUS;AREA, PERIMETER, COLUMBUS., COLUMBUS.I, POLYID, NEIG, HOVAL, INC, CRIME, OPEN, PLUMB, DISCBD, X, Y, AREA, NSA, NSB, EW, CP, THOUS, NEIGNO, PERIM;;Yes;Yes;X, Y;No;NEIG, NEIGNO;No;;Yes;CRIME;Yes;AREA, PERIMETER, COLUMBUS., COLUMBUS.I, POLYID, HOVAL, INC, OPEN, PLUMB, DISCBD, NSA, NSB, EW, CP, THOUS, PERIM;bbs, col.gal.nb, coords, polys;;;;Bon candidat spatial;Geometrie ou signal spatial present, variable d'interet candidate et plusieurs X candidates.;Anselin, Luc. 1988. Spatial econometrics: methods and models. Dordrecht: Kluwer Academic, Table 12.1 p. 189.;;;
R;software_r_catalog_curated_workbook.xlsx;Bons candidats spatial;Bons_candidats_spatial;spData;depmunic;depmunic;;;;main_spatial_sf;;Municipality departments of Athens (Sf);;environnement / climat;7;8;5;num_dep, airbnb, museums, pop_rest, greensp;num_dep, airbnb, museums, population, pop_rest, greensp, area, geometry;;Yes;Yes;population;No;;No;;Yes;pop_rest;Yes;num_dep, airbnb, museums, greensp, area;;;;;Bon candidat spatial;Geometrie ou signal spatial present, variable d'interet candidate et plusieurs X candidates.;NA;;;
R;software_r_catalog_curated_workbook.xlsx;Bons candidats spatial;Bons_candidats_spatial;spData;nydata;nydata;;;;main_table;;New York leukemia data;;housing / immobilier;281;12;6;POP8, PROPCAS, PCTAGE65P, Z, AVGIDIST, PEXPOSURE;AREANAME, AREAKEY, X, Y, POP8, TRACTCAS, PROPCAS, PCTOWNHOME, PCTAGE65P, Z, AVGIDIST, PEXPOSURE;;Yes;Yes;X, Y;No;AREANAME, TRACTCAS, PCTOWNHOME;No;;Yes;POP8;Yes;AREAKEY, PROPCAS, PCTAGE65P, Z, AVGIDIST, PEXPOSURE;listw_NY;;;;Bon candidat spatial;Geometrie ou signal spatial present, variable d'interet candidate et plusieurs X candidates.;http://www.sph.emory.edu/~lwaller/ch9index.htm;;;
R;software_r_catalog_curated_workbook.xlsx;Bons candidats spatial;Bons_candidats_spatial;spData;nc.sids;nc.sids;;;;main_table;;North Carolina SIDS data;;sante / epidemiologie;100;15;11;CNTY.ID, BIR74, SID74, NWBIR74, BIR79, SID79, NWBIR79, east, north, L.id, M.id;CNTY.ID, BIR74, SID74, NWBIR74, BIR79, SID79, NWBIR79, east, north, x, y, lon, lat, L.id, M.id;;Yes;Yes;x, y, lon, lat;No;;No;;Yes;CNTY.ID;Yes;BIR74, SID74, NWBIR74, BIR79, SID79, NWBIR79, east, north, L.id, M.id;ncCC89.nb, ncCR85.nb, sidscents, sidspolys;;;;Bon candidat spatial;Geometrie ou signal spatial present, variable d'interet candidate et plusieurs X candidates.;"Cressie, N (1991), _Statistics for spatial data_. New York: Wiley, pp. 386-389; Cressie, N, Chan NH (1989) Spatial modelling of regional variables. _Journal of the American Statistical Association_, 84, 393-401; Cressie, N, Read, TRC (1985) Do sudden infant deaths come in clusters? _Statistics and Decisions_ Supplement Issue 2, 333-349; http://sal.agecon.uiuc.edu/datasets/sids.zip.";;;
R;software_r_catalog_curated_workbook.xlsx;Bons candidats spatial;Bons_candidats_spatial;spData;properties;properties;;;;main_spatial_sf;;Dataset of properties in the municipality of Athens (sf);;housing / immobilier;1000;7;5;size, price, prpsqm, age, dist_metro;id, size, price, prpsqm, age, dist_metro, geometry;;Yes;No;;No;;No;;Yes;price;Yes;size, prpsqm, age, dist_metro;;;;;Bon candidat spatial;Geometrie ou signal spatial present, variable d'interet candidate et plusieurs X candidates.;NA;;;
R;software_r_catalog_curated_workbook.xlsx;Bons candidats spatial;Bons_candidats_spatial;spData;us_states_df;us_states_df;;;;main_table;;the American Community Survey (ACS) data;;economie / panel / econometrie;51;5;4;median_income_10, median_income_15, poverty_level_10, poverty_level_15;state, median_income_10, median_income_15, poverty_level_10, poverty_level_15;;No;No;;Yes;state;No;;Yes;median_income_10, median_income_15;Yes;poverty_level_10, poverty_level_15;;;;;Bon candidat spatial;"Pas de geometrie directe, mais nom de lieu disponible; geometrie reconstructible ulterieurement.";<https://www.census.gov/programs-surveys/acs/>;;;
R;software_r_catalog_curated_workbook.xlsx;Bons candidats spatial;Bons_candidats_spatial;spData;world;world;;;;main_spatial_sf;;World country polygons;;economie / panel / econometrie;177;11;6;iso_a2, continent, type, pop, lifeExp, gdpPercap;iso_a2, name_long, continent, region_un, subregion, type, area_km2, pop, lifeExp, gdpPercap, geom;;Yes;Yes;name_long;No;name_long, region_un, subregion;No;;Yes;pop;Yes;area_km2, lifeExp, gdpPercap;;;;;Bon candidat spatial;Geometrie ou signal spatial present, variable d'interet candidate et plusieurs X candidates.;<https://www.naturalearthdata.com/> <https://data.worldbank.org/>;;;
R;software_r_catalog_curated_workbook.xlsx;Bons candidats spatial;Bons_candidats_spatial;spData;worldbank_df;worldbank_df;;;;main_table;;World Bank data;;economie / panel / econometrie;177;7;6;iso_a2, HDI, urban_pop, unemployment, pop_growth, literacy;name, iso_a2, HDI, urban_pop, unemployment, pop_growth, literacy;;No;No;;Yes;name;No;;Yes;urban_pop, unemployment, pop_growth;Yes;HDI, literacy;;;;;Bon candidat spatial;"Pas de geometrie directe, mais nom de lieu disponible; geometrie reconstructible ulterieurement.";<https://data.worldbank.org/>;;;
