"package";"bundle";"main_object";"role";"description_bundle";"source";"variables";"auxiliary_files";"n";"k";"has_geometry";"has_coordinates";"coordinate_columns";"has_multiple_x";"candidate_x_variables";"candidate_y_variables";"target_status";"formula_text";"has_referenced_paper";"paper_doi";"paper_title";"paper_use_summary";"paper_model_keywords";"paper_formula_or_equation";"paper_variables_used";"paper_related_datasets";"paper_reference_evidence";"paper_evidence_status";"has_place_name_if_no_geometry";"place_name_columns";"datetime_columns";"theme";"analytical_group";"linked_datasets";"group_has_y";"group_y_variables";"group_x_variables";"duplicate_key";"duplicate_status"
"agridat";"beall.webworms";"beall.webworms";"response_table";"Counts of webworms in a beet field, with insecticide treatments.";"Beall, Geoffrey (1940). The fit and significance of contagious distributions when applied to observations on larval insects. _Ecology_, 21, 460-474. Table 6. https://doi.org/10.2307/1930285";"row, col, y, block, trt, spray, lead";"";1300;7;"No";"No";"";"Yes";"row, col";"y";"documented_formula";"y ~ col*row";"Yes";"10.1111/jac.12333 | 10.2307/1930285";"Over‐dispersed count data in crop and agronomy research | The Fit and Significance of Contagious Distributions when Applied to Observations on Larval Insects";"Referenced work: Over‐dispersed count data in crop and agronomy research | The Fit and Significance of Contagious Distributions when Applied to Observations on Larval Insects.  Models/methods detected: glm.";"glm";"y ~ col*row | glm(y ~ block + spray*lead, data=dat, family=""poisson"" | y ~ block + spray*lead | histogram(~y|trt, data=dat, layout=c(1,4), as.table=TRUE, | desplot(dat, y ~ col*row, | m1 <- glm(y ~ block + spray*lead, data=dat, family=""poisson"")";"y, col, row, block, spray, lead, dat, histogram, trt, layout, c, as.table, TRUE, desplot, m1";"beall.webworms, bliss.borers";"Source: Beall, Geoffrey (1940). The fit and significance of contagious distributions when applied to observations on larval insects. _Ecology_, 21, 460-474. Table 6. https://doi.org/10.2307/1930285 || References: Michal Kosma et al. (2019). Over-dispersed count data in crop and agronomy research. _Journal of Agronomy and Crop Science_. https://doi.org/10.1111/jac.12333 || Description: Counts of webworms in a beet field, with insecticide treatments. || Details: The beet webworm lays egg masses as small as 1 egg, seldom exceeding 5 eggs. The larvae can move freely, but usually mature on the plant on which they hatch. Each plot contained 25 unit areas, each 1 row by 3 feet long. The row width is 22 inches. The arrangement of plots within the blocks seems certain, but the arrangement of the blocks/treatments is not certain, since the authors say ""since the plots were 5 units long and 5 wide it is only practicable to combine them into groups of 5 in one direction or the other"". Treatment 1 = None. Treatment 2 = Contact spray. Treatment 3 = Lead arsenate. Treatment 4 = Both spray, lead arsenate.";"formula_or_model_found";"No";"";"";"agronomie / agriculture";"agridat::paper::10.1111/jac.12333";"beall.webworms, bliss.borers";"Yes";"y";"row, col";"beallwebworms::countsofwebwormsinabeetfieldwithinsecticidetreatments";"unique"
"agridat";"beaven.barley";"beaven.barley";"response_table";"Yields of 8 barley varieties in 1913 as used by Student.";"Student. (1923). On testing varieties of cereals. _Biometrika_, 271-293. https://doi.org/10.1093/biomet/15.3-4.271";"row, col, gen, yield";"";160;4;"No";"No";"";"Yes";"row, col";"yield";"documented_formula";"yield ~ col*row";"Yes";"10.1093/biomet/15.3-4.271";"ON TESTING VARIETIES OF CEREALS";"Referenced work: ON TESTING VARIETIES OF CEREALS.";"";"yield ~ col*row | desplot(dat, yield ~ col*row,";"yield, col, row, desplot, dat";"beaven.barley, student.barley";"Source: Student. (1923). On testing varieties of cereals. _Biometrika_, 271-293. https://doi.org/10.1093/biomet/15.3-4.271 || References: Frederick D. Richey (1926). The moving average as a basis for measuring correlated variation in agronomic experiments. _Jour. Agr. Research_, 32, 1161-1175. || Description: Yields of 8 barley varieties in 1913. || Details: Eight races of barley were grown on a regular pattern of plots. These data were prepared from Richey (1926) because the text was cleaner. Each plot was planted 40 inches on a side, but only the middle square 36 inches on a side was harvested. Field width: 32 plots * 3 feet = 96 feet Field length: 5 plots * 3 feet = 15 feet";"formula_or_model_found";"No";"";"";"agronomie / agriculture";"agridat::paper::10.1093/biomet/15.3-4.271";"beaven.barley, student.barley";"Yes";"yield";"row, col, district, gen";"beavenbarley::yieldsof8barleyvarietiesin1913asusedbystudent";"unique"
"agridat";"becker.chicken";"becker.chicken";"observation_table";"Mating crosses of chickens";"Walter A. Becker (1984). _Manual of Quantitative Genetics_, 4th ed. Page 83.";"male, female, weight";"";45;3;"No";"No";"";"No";"female";"weight";"documented_formula";"weight ~ female";"Yes";"";"";"Models/methods detected: lmer.";"lmer";"weight ~ female | weight ~ male + female | lmer(weight ~ (1|male | dotplot(weight ~ female, data=dat, group=male, | # aggregate(weight ~ male + female, dat, FUN=sum) | m1 <- lmer(weight ~ (1|male) + (1|female), data=dat)";"weight, female, male, dotplot, dat, group, aggregate, FUN, sum, m1";"";"Source: Walter A. Becker (1984). _Manual of Quantitative Genetics_, 4th ed. Page 83. || References: None || Description: Mating crosses of chickens || Details: From a large flock White Rock chickens, five male sires were chosen and mated to each of three female dams, producing 3 female progeny. The data are body weights at eight weeks of age. Becker (1984) used these data to demonstrate the calculation of heritability.";"formula_or_model_found";"No";"";"";"agronomie / agriculture";"agridat::bundle::becker.chicken";"becker.chicken";"Yes";"weight";"female";"beckerchicken::matingcrossesofchickens";"unique"
"agridat";"beckett.maize.uniformity";"beckett.maize.uniformity";"response_table";"A uniformity trial of maize in Ghana.";"Beckett, W.H.; Fletcher, S.R.B. (1929). A uniformity trial with maize. Gold Coast Dept Agric Bull 16: 222-226. https://babel.hathitrust.org/cgi/pt?id=coo.31924066682166&seq=470";"plot, row, col, germination, earnum, earwt, yield, stalks";"";83;8;"No";"No";"";"Yes";"row, col";"germination";"documented_formula";"germination ~ col*row";"Yes";"";"";"";"";"germination ~ col*row | yield ~ col*row | desplot(dat, germination ~ col*row, | desplot(dat, yield ~ col*row,";"germination, col, row, yield, desplot, dat";"";"Source: Beckett, W.H.; Fletcher, S.R.B. (1929). A uniformity trial with maize. Gold Coast Dept Agric Bull 16: 222-226. https://babel.hathitrust.org/cgi/pt?id=coo.31924066682166&seq=470 || References: None || Description: A uniformity trial of maize in Ghana. || Details: Experiment at the Asuansi Experiment Station (Ghana). Each plot is 1/40 acre, square in shape, 33 x 33 feet. Seed was sown in 23 March 1928, four seeds per hole. Holes were 3 feet by 3 feet, giving 121 stands/hills per plot. Germination data collected 3-4 April. Counts of stalks were made 23 May, but ""reliance is not attached to these figures"". Harvesting was done 16-17 August. Due to staff shortages, only 15 plots chosen at random were measured for ears and yield. Field width: 6 plots * 33 feet = 198 feet Field length: 19 plots * 33 feet = 627 feet Transcription details: Data typed by hand and checked by K.Wright 2024.12.06.";"formula_or_model_found";"No";"";"";"agronomie / agriculture";"agridat::bundle::beckett.maize.uniformity";"beckett.maize.uniformity";"Yes";"germination";"row, col";"beckettmaizeuniformity::auniformitytrialofmaizeinghana";"unique"
"agridat";"belamkar.augmented";"belamkar.augmented";"response_table";"Multi-environment trial of wheat with Augmented design";"Vikas Belamkar, Mary J. Guttieri, Waseem Hussain, Diego Jarquín, Ibrahim El-basyoni, Jesse Poland, Aaron J. Lorenz, P. Stephen Baenziger (2018). Genomic Selection in Preliminary Yield Trials in a Winter Wheat Breeding Program. G3 Genes|Genomes|Genetics, 8, Pages 2735–2747. https://doi.org/10.1534/g3.118.200415";"loc, rep, iblock, gen_new, gen_check, gen, col, row, yield";"";2700;9;"No";"No";"";"Yes";"loc, col, row";"yield";"documented_formula";"yield ~ col*row|loc";"Yes";"10.1534/g3.118.200415 | 10.25387/g3.6249410";"Genomic Selection in Preliminary Yield Trials in a Winter Wheat Breeding Program";"Referenced work: Genomic Selection in Preliminary Yield Trials in a Winter Wheat Breeding Program.";"";"yield ~ col*row|loc | gen_check ~ col*row|loc | asreml(fixed=yield ~ gen_check, data=d1, random = ~ gen_new:gen, residual = ~ar1(colf | desplot(dat, yield ~ col*row|loc, out1=rep, out2=iblock) | desplot(dat, gen_check ~ col*row|loc, out1=rep, out2=iblock, | m1 <- asreml(fixed=yield ~ gen_check, data=d1,";"yield, col, row, loc, gen_check, asreml, fixed, d1, random, gen_new, gen, residual, ar1, colf, desplot, dat, out1, rep, out2, iblock, m1";"belamkar.augmented";"Source: Vikas Belamkar, Mary J. Guttieri, Waseem Hussain, Diego Jarquín, Ibrahim El-basyoni, Jesse Poland, Aaron J. Lorenz, P. Stephen Baenziger (2018). Genomic Selection in Preliminary Yield Trials in a Winter Wheat Breeding Program. G3 Genes|Genomes|Genetics, 8, Pages 2735–2747. https://doi.org/10.1534/g3.118.200415 || References: Same data appear in ASRtriala package: https://vsni.co.uk/free-software/asrtriala || Description: Multi-environment trial of wheat in Nebraska with Augmented design || Details: The experiment had 8 locations with 270 new, experimental lines (genotypes) and 3 check lines. There were 10 incomplete blocks at each location. There were 2 replicate blocks at Alliance and 1 block at all other locations. Each plot was 3 m long by 1.2 m wide. The electronic data were found in supplement S4 downloaded from https://doi.org/10.25387/g3.6249410 The license for the data is CC-BY 4.0.";"formula_or_model_found";"No";"";"";"environnement / climat";"agridat::paper::10.1534/g3.118.200415";"belamkar.augmented";"Yes";"yield";"loc, col, row";"belamkaraugmented::multienvironmenttrialofwheatwithaugmenteddesign";"unique"
"agridat";"besag.bayesian";"besag.bayesian";"response_table";"RCB experiment of spring barley in United Kingdom";"Besag, J. E., Green, P. J., Higdon, D. and Mengersen, K. (1995). Bayesian computation and stochastic systems. Statistical Science, 10, 3-66. https://www.jstor.org/stable/2246224";"col, row, yield, gen";"";225;4;"No";"No";"";"No";"col";"yield";"documented_formula";"yield ~ rrow|col";"Yes";"";"";"Models/methods detected: bayesian.";"bayesian";"yield ~ rrow|col | asreml(yield ~ -1 + gen, data=dat, random= ~ rf | geneff ~ rrow|col | fert ~ rrow|col | res ~ rrow|col | besag.bayesian: RCB experiment of spring barley in United Kingdom";"yield, rrow, col, asreml, gen, dat, random, rf, geneff, fert, res, besag.bayesian, RCB, experiment, of, spring, barley, in, United, Kingdom";"";"Source: Besag, J. E., Green, P. J., Higdon, D. and Mengersen, K. (1995). Bayesian computation and stochastic systems. Statistical Science, 10, 3-66. https://www.jstor.org/stable/2246224 || References: Davison, A. C. 2003. Statistical Models. Cambridge University Press. Pages 534-535. || Description: RCB experiment of spring barley in United Kingdom || Details: RCB design, each column is one rep. Used with permission of David Higdon.";"formula_or_model_found";"No";"";"";"agronomie / agriculture";"agridat::bundle::besag.bayesian";"besag.bayesian";"Yes";"yield";"col";"besagbayesian::rcbexperimentofspringbarleyinunitedkingdom";"unique"
"agridat";"besag.beans";"besag.beans";"response_table";"Competition experiment in beans with height measurements";"Julian Besag and Rob Kempton (1986). Statistical Analysis of Field Experiments Using Neighbouring Plots. _Biometrics_, 42, 231-251. Table 6. https://doi.org/10.2307/2531047";"gen, height, yield, row, rep, col";"";152;6;"No";"No";"";"Yes";"row, col";"yield";"documented_formula";"yield ~ col*row";"Yes";"10.2307/2531047";"Statistical Analysis of Field Experiments Using Neighbouring Plots";"Referenced work: Statistical Analysis of Field Experiments Using Neighbouring Plots.  Models/methods detected: lm.";"lm";"yield ~ col*row | row~col | yield~cov | lm(yield ~ -1 + gen, dat | lm(yield ~ -1 + gen + blkrep + cov, data=dat | desplot(dat, yield ~ col*row,";"yield, col, row, cov, gen, dat, blkrep, desplot";"besag.beans, besag.checks, besag.triticale";"Source: Julian Besag and Rob Kempton (1986). Statistical Analysis of Field Experiments Using Neighbouring Plots. _Biometrics_, 42, 231-251. Table 6. https://doi.org/10.2307/2531047 || References: Kempton, RA and Lockwood, G. (1984). Inter-plot competition in variety trials of field beans (Vicia faba L.). _The Journal of Agricultural Science_, 103, 293-302. || Description: Competition experiment in beans with height measurements || Details: Field beans of regular height were grown beside shorter varieties. In each block, each variety occurred once as a left-side neighbor and once as a right-side neighbor of every variety (including itself). Border plots were placed at the ends of each block. Each block with 38 adjacent plots. Each plot was one row, 3 meters long with 50 cm spacing between rows. No gaps between plots. Spacing between plants was 6.7 cm. Four blocks (rows) were used, each with six replicates. Plot yield and height was recorded. Kempton and Lockwood used models that adjusted yield according to the difference in height of neighboring plots. Field length: 4 plots * 3m = 12m Field width: 38 plots * 0.5 m = 19m";"formula_or_model_found";"No";"";"";"agronomie / agriculture";"agridat::paper::10.2307/2531047";"besag.beans, besag.checks, besag.triticale";"Yes";"yield";"row, col";"besagbeans::competitionexperimentinbeanswithheightmeasurements";"unique"
"agridat";"besag.checks";"besag.checks";"response_table";"Check variety yields in winter wheat.";"Besag, J.E. & Kempton R.A. (1986). Statistical analysis of field experiments using neighbouring plots. Biometrics, 42, 231-251. https://doi.org/10.2307/2531047";"yield, row, col, gen";"";364;4;"No";"No";"";"Yes";"row, col";"yield";"documented_formula";"yield~col*row";"Yes";"10.2307/2531047";"Statistical Analysis of Field Experiments Using Neighbouring Plots";"Referenced work: Statistical Analysis of Field Experiments Using Neighbouring Plots.";"";"yield~col*row | desplot(dat, yield~col*row,";"yield, col, row, desplot, dat";"besag.beans, besag.checks, besag.triticale";"Source: Besag, J.E. & Kempton R.A. (1986). Statistical analysis of field experiments using neighbouring plots. Biometrics, 42, 231-251. https://doi.org/10.2307/2531047 || References: Kempton, Statistical Methods for Plant Variety Evaluation, page 91-92 || Description: Check variety yields in winter wheat. || Details: This data was used by Besag to show the spatial variation in a field experiment, but Besag did not use the data for any analysis. Yields of winter wheat varieties (Bounty and Huntsman) at the Plant Breeding Institute, Cambridge, in 1980. These data are the 'checks' genotypes in a larger variety trial. There is a column of checks, then five columns of new varieties. Repeat. Plot dimensions approx 1.5 by 4.5 metres Field length: 52 rows * 4.5 m = 234 m Field width: 31 columns * 1.5 m = 46.5 Electronic version of data supplied by David Clifford.";"formula_or_model_found";"No";"";"";"agronomie / agriculture";"agridat::paper::10.2307/2531047";"besag.beans, besag.checks, besag.triticale";"Yes";"yield";"row, col";"besagchecks::checkvarietyyieldsinwinterwheat";"unique"
"agridat";"besag.elbatan";"besag.elbatan";"response_table";"RCB experiment of wheat, 50 varieties in 3 blocks with strong spatial trend.";"Julian Besag and D Higdon, 1999. Bayesian Analysis of Agricultural Field Experiments, Journal of the Royal Statistical Society: Series B,61, 691-746. Table 1. https://doi.org/10.1111/1467-9868.00201";"yield, gen, col, row";"";150;4;"No";"No";"";"Yes";"col, row";"yield";"documented_formula";"yield~col*row";"Yes";"10.1111/1467-9868.00201";"Bayesian Analysis of Agricultural Field Experiments";"Referenced work: Bayesian Analysis of Agricultural Field Experiments.  Models/methods detected: bayesian, gam, lm, prediction.";"bayesian, gam, lm, prediction";"yield~col*row | yield~row|col | lm(yield ~ 0 + gen + factor(col | gam(yield ~ -1 + gen + factor(col | https://web.archive.org/web/19991008143232/www.stat.duke.edu/~higdon/trials/elbatan.dat | Julian Besag and D Higdon, 1999. Bayesian Analysis of";"yield, col, row, gen, factor, https, web.archive.org, web, www.stat.duke.edu, higdon, trials, elbatan.dat, Julian, Besag, and, D, Higdon, ., Bayesian, Analysis, of";"besag.elbatan, besag.met";"Source: Julian Besag and D Higdon, 1999. Bayesian Analysis of Agricultural Field Experiments, Journal of the Royal Statistical Society: Series B,61, 691-746. Table 1. https://doi.org/10.1111/1467-9868.00201 || References: Wilkinson 1984. Besag & Seheult 1989. || Description: RCB experiment of wheat, 50 varieties in 3 blocks with strong spatial trend. || Details: RCB experiment on wheat at El Batan, Mexico. There are three single-column replicates with 50 varieties in each replicate. Plot dimensions are not given by Besag. Data retrieved from https://web.archive.org/web/19991008143232/www.stat.duke.edu/~higdon/trials/elbatan.dat Used with permission of David Higdon.";"formula_or_model_found";"No";"";"";"agronomie / agriculture";"agridat::paper::10.1111/1467-9868.00201";"besag.elbatan, besag.met";"Yes";"yield";"col, row, county";"besagelbatan::rcbexperimentofwheat50varietiesin3blockswithstrongspatialtrend";"unique"
"agridat";"besag.endive";"besag.endive";"response_table";"Presence of footroot disease in an endive field";"J Besag (1978). Some Methods of Statistical Analysis for Spatial Data. _Bulletin of the International Statistical Institute_, 47, 77-92.";"col, row, disease";"";2506;3;"No";"No";"";"Yes";"col, row";"disease";"documented_formula";"disease~col*row";"Yes";"10.1198/1061860043029";"Likelihood Estimation and Inference for the Autologistic Model";"Referenced work: Likelihood Estimation and Inference for the Autologistic Model. The title indicates a modeling or prediction use; the exact equation was not recovered locally.";"";"disease~col*row | Z ~ 0+X | asreml(pres ~ 1, data=dat2, resid = ~ar1(xf | desplot(dat, disease~col*row, | m1 <- autologistic(Z ~ 0+X, A=A, control=list(confint=""none"")) | m2 <- asreml(pres ~ 1, data=dat2,";"disease, col, row, Z, X, asreml, pres, dat2, resid, ar1, xf, desplot, dat, m1, autologistic, A, control, list, confint, none, m2";"besag.endive";"Source: J Besag (1978). Some Methods of Statistical Analysis for Spatial Data. _Bulletin of the International Statistical Institute_, 47, 77-92. || References: N Friel & A. N Pettitt (2004). Likelihood Estimation and Inference for the Autologistic Model. _Journal of Computational and Graphical Statistics_, 13:1, 232-246. https://doi.org/10.1198/1061860043029 || Description: Presence of footroot disease in an endive field || Details: In a field of endives, does each plant have footrot, or not? Data are binary on a lattice of 14 x 179 plants. Modeled as an autologistic distribution. We assume the endives are a single genotype. Besag (1978) may have had data taken at 4 time points. This data was extracted from Friel and Pettitt. It is not clear what, if any, time point was used. Friel does not give the dimensions. Besag is not available.";"formula_or_model_found";"No";"";"";"sante / epidemiologie";"agridat::paper::10.1198/1061860043029";"besag.endive";"Yes";"disease";"col, row";"besagendive::presenceoffootrootdiseaseinanendivefield";"unique"
"agridat";"besag.met";"besag.met";"response_table";"Multi-environment trial of corn, incomplete-block design";"Julian Besag and D Higdon, 1999. Bayesian Analysis of Agricultural Field Experiments, Journal of the Royal Statistical Society: Series B, 61, 691-746. Table 1. https://doi.org/10.1111/1467-9868.00201";"county, row, col, rep, block, yield, gen";"";1188;7;"No";"No";"";"Yes";"county, row, col";"yield";"documented_formula";"yield ~ col*row|county";"Yes";"10.1111/1467-9868.00201";"Bayesian Analysis of Agricultural Field Experiments";"Referenced work: Bayesian Analysis of Agricultural Field Experiments.  Models/methods detected: bayesian.";"bayesian";"yield ~ col*row|county | yield ~ county + gen | yield ~ -1 + gen | asreml(yield ~ gen, data=datm, random = ~ county, residual = ~ dsum( ~ units|gen | asreml(yield ~ county, data=dat, random = ~ gen:county, residual = ~ dsum( ~ ar1(xf | predicted.value ~ gen*county";"yield, col, row, county, gen, asreml, datm, random, residual, dsum, units, dat, ar1, xf, predicted.value";"besag.elbatan, besag.met";"Source: Julian Besag and D Higdon, 1999. Bayesian Analysis of Agricultural Field Experiments, Journal of the Royal Statistical Society: Series B, 61, 691-746. Table 1. https://doi.org/10.1111/1467-9868.00201 || Description: Multi-environment trial of corn, incomplete-block designlocation. || Details: Multi-environment trial of 64 corn hybrids in six counties in North Carolina. Each location had 3 replicates in in incomplete-block design with an 18x11 lattice of plots whose length-to-width ratio was about 2:1. Note: In the original data, each county had 6 missing plots. This data has rows for each missing plot that uses the same county/block/rep to fill-out the row, sets the genotype to G01, and sets the yield to missing. These missing values were added to the data so that asreml could more easily do AR1xAR1 analysis using rectangular regions. Each location/panel is: Field length: 18 rows * 2 units = 36 units. Field width: 11 plots * 1 unit = 11 units. Retrieved from https://web.archive.org/web/19990505223413/www.stat.duke.edu/~higdon/trials/nc.dat Used with permission of David Higdon.";"formula_or_model_found";"Yes";"county";"";"environnement / climat";"agridat::paper::10.1111/1467-9868.00201";"besag.elbatan, besag.met";"Yes";"yield";"col, row, county";"besagmet::multienvironmenttrialofcornincompleteblockdesign";"unique"
"agridat";"besag.triticale";"besag.triticale";"response_table";"Four-way factorial agronomic experiment in triticale";"Julian Besag and Rob Kempton (1986). Statistical Analysis of Field Experiments Using Neighbouring Plots. _Biometrics_, 42, 231-251. Table 2. https://doi.org/10.2307/2531047";"yield, row, col, gen, rate, nitro, regulator";"";54;7;"No";"No";"";"Yes";"row, col";"yield";"documented_formula";"yield ~ col*row";"Yes";"10.2307/2531047";"Statistical Analysis of Field Experiments Using Neighbouring Plots";"Referenced work: Statistical Analysis of Field Experiments Using Neighbouring Plots.  Models/methods detected: anova, lm.";"anova, lm";"yield ~ col*row | lm(yield ~ gen + rate + nitro + regulator + yf, data=dat | res ~ col|as.character(row | asreml(yield ~ gen + rate + nitro + regulator + gen:rate + gen:nitro + gen:regulator + rate:nitro + rate:regulator + nitro:regulator + yf, data=dat, resid = ~ ar1(xf | desplot(dat, yield ~ col*row, | m2 <- lm(yield ~ gen + rate + nitro + regulator + yf, data=dat)";"yield, col, row, gen, rate, nitro, regulator, yf, dat, res, as.character, asreml, resid, ar1, xf, desplot, m2";"besag.beans, besag.checks, besag.triticale";"Source: Julian Besag and Rob Kempton (1986). Statistical Analysis of Field Experiments Using Neighbouring Plots. _Biometrics_, 42, 231-251. Table 2. https://doi.org/10.2307/2531047 || References: None. || Description: Four-way factorial agronomic experiment in triticale || Details: Experiment conducted as a factorial on the yields of triticale. Fully randomized. Plots were 1.5m x 5.5m, but the orientation is not clear. Besag and Kempton show how accounting for neighbors changes non-significant genotype differences into significant differences.";"formula_or_model_found";"No";"";"";"agronomie / agriculture";"agridat::paper::10.2307/2531047";"besag.beans, besag.checks, besag.triticale";"Yes";"yield";"row, col";"besagtriticale::fourwayfactorialagronomicexperimentintriticale";"unique"
"agridat";"blackman.wheat";"blackman.wheat";"response_table";"Multi-environment trial of wheat, conventional and semi-dwarf varieties";"Blackman, JA and Bingham, J. and Davidson, JL (1978). Response of semi-dwarf and conventional winter wheat varieties to the application of nitrogen fertilizer. _The Journal of Agricultural Science_, 90, 543-550. https://doi.org/10.1017/S0021859600056070";"gen, loc, nitro, yield, type";"";168;5;"No";"No";"";"Yes";"loc, type";"yield";"documented_formula";"yield~type|loc";"Yes";"10.1017/s0021859600056070";"Response of semi-dwarf and conventional winter wheat varieties to the application of nitrogen fertilizer";"Referenced work: Response of semi-dwarf and conventional winter wheat varieties to the application of nitrogen fertilizer.  Models/methods detected: ammi.";"ammi";"yield~type|loc | gen~yield|loc | yield~height|loc | gen~env | # bwplot(yield~type|loc,dat, main=""blackman.wheat"") | dotplot(gen~yield|loc, dat, group=nitro, auto.key=TRUE,";"yield, type, loc, gen, height, env, bwplot, dat, main, blackman.wheat, dotplot, group, nitro, auto.key, TRUE";"blackman.wheat";"Source: Blackman, JA and Bingham, J. and Davidson, JL (1978). Response of semi-dwarf and conventional winter wheat varieties to the application of nitrogen fertilizer. _The Journal of Agricultural Science_, 90, 543-550. https://doi.org/10.1017/S0021859600056070 || References: Gower, J. and Lubbe, S.G. and Gardner, S. and Le Roux, N. (2011). _Understanding Biplots_, Wiley. || Description: Multi-environment trial of wheat, conventional and semi-dwarf varieties, 7 locs with low/high fertilizer levels. || Details: Conducted in U.K. in 1975. Each loc had three reps, two nitrogen treatments. Locations were Begbroke, Boxworth, Crafts Hill, Earith, Edinburgh, Fowlmere, Trumpington. At the two highest-yielding locations, Earith and Edinburgh, yield was _lower_ for the high-nitrogen treatment. Blackman et al. say ""it seems probable that effects on development and structure of the crop were responsible for the reductions in yield at high nitrogen"".";"formula_or_model_found";"No";"";"";"crime / conflit / securite";"agridat::paper::10.1017/s0021859600056070";"blackman.wheat";"Yes";"yield";"loc, type";"blackmanwheat::multienvironmenttrialofwheatconventionalandsemidwarfvarieties";"unique"
"agridat";"bliss.borers";"bliss.borers";"response_table";"Corn borer infestation under four treatments";"C. Bliss and R. A. Fisher. (1953). Fitting the Negative Binomial Distribution to Biological Data. _Biometrics_, 9, 176-200. Table 3. https://doi.org/10.2307/3001850 Geoffrey Beall. 1940. The Fit and Significance of Contagious Distributions when Applied to Observations on Larval Insects. _Ecology_, 21, 460-474. Page 463. https://doi.org/10.2307/1930285";"borers, treat, freq";"";48;3;"No";"No";"";"No";"treat";"borers";"documented_formula";"borers~0+treat";"Yes";"10.2307/1930285 | 10.2307/3001850";"The Fit and Significance of Contagious Distributions when Applied to Observations on Larval Insects | Fitting the Negative Binomial Distribution to Biological Data";"Referenced work: The Fit and Significance of Contagious Distributions when Applied to Observations on Larval Insects | Fitting the Negative Binomial Distribution to Biological Data.  Models/methods detected: glm.";"glm";"borers~0+treat | histogram(~borers|treat, dd, type='count', breaks=0:27-.5, | m1 <- glm.nb(borers~0+treat, data=dd) | yy <- dnbinom(0:26, mu=3.17, size=1.47)*120 # estimates are from glm.nb | histogram(~borers, dd, type='count', subset=treat=='T2', | xyplot(yy~xx, col='navy', type='b')";"borers, treat, histogram, dd, type, count, breaks, .5, m1, glm.nb, yy, dnbinom, mu, .17, size, .47, estimates, are, from, T2, xyplot, xx, col, navy, b";"beall.webworms, bliss.borers";"Source: C. Bliss and R. A. Fisher. (1953). Fitting the Negative Binomial Distribution to Biological Data. _Biometrics_, 9, 176-200. Table 3. https://doi.org/10.2307/3001850 Geoffrey Beall. 1940. The Fit and Significance of Contagious Distributions when Applied to Observations on Larval Insects. _Ecology_, 21, 460-474. Page 463. https://doi.org/10.2307/1930285 || Description: Corn borer infestation under four treatments || Details: Four treatments to control corn borers. Treatment 1 is the control. In 15 blocks, for each treatment, 8 hills of plants were examined, and the number of corn borers present was recorded. The data here are aggregated across blocks. Bliss mentions that the level of infestation varied significantly between the blocks.";"formula_or_model_found";"No";"";"";"agronomie / agriculture";"agridat::paper::10.2307/1930285";"beall.webworms, bliss.borers";"Yes";"borers";"treat";"blissborers::cornborerinfestationunderfourtreatments";"unique"
"agridat";"bond.diallel";"bond.diallel";"response_table";"Diallel cross of winter beans";"D. A. Bond (1966). Yield and components of yield in diallel crosses between inbred lines of winter beans (Viciafaba). _The Journal of Agricultural Science_, 67, 325-336. https://doi.org/10.1017/S0021859600017329";"female, male, yield, stems, nodes, pods, seeds, weight, height, width, flower";"";36;11;"No";"No";"";"Yes";"female, male, stems, nodes, pods, seeds, weight, height, width, flower";"yield";"strong_name";"";"Yes";"10.1017/s0021859600017329";"Yield and components of yield in diallel crosses between inbred lines of winter beans (<i>Viciafaba</i>)";"Referenced work: Yield and components of yield in diallel crosses between inbred lines of winter beans (<i>Viciafaba</i>).  Models/methods detected: anova.";"anova";"mmer(cbind(stems,pods,seeds | # the anova table in Bond. More useful as a multivariate example. | m1 <- mmer(cbind(stems,pods,seeds) ~ 1, | random= ~ vs(female)+vs(male), | rcov= ~ vs(units),";"mmer, cbind, stems, pods, seeds, the, anova, table, in, Bond., More, useful, as, a, multivariate, example., m1, random, vs, female, male, rcov, units";"bond.diallel";"Source: D. A. Bond (1966). Yield and components of yield in diallel crosses between inbred lines of winter beans (Viciafaba). _The Journal of Agricultural Science_, 67, 325-336. https://doi.org/10.1017/S0021859600017329 || References: Peter John, _Statistical Design and Analysis of Experiments_, p. 85. || Description: Diallel cross of winter beans || Details: Yield in grams/plot for full diallel cross between 6 inbred lines of winter beans. Values are means over two years.";"formula_or_model_found";"No";"";"";"agronomie / agriculture";"agridat::paper::10.1017/s0021859600017329";"bond.diallel";"Yes";"yield";"female, male, stems, nodes, pods, seeds, weight, height, width, flower";"bonddiallel::diallelcrossofwinterbeans";"unique"
