metadata_schema;dataset_doi;dataset_title;dataset_repo;dataset_n_files;dataset_literature_score;publication_doi;publication_title;publication_venue;publication_year;publication_resolved;linked_publication_relationship;discovery_source;estimators_from_metadata;formula_status;formula_pub;formula_completeness;local_pdf;local_tei;local_raw_dir;download_status;verification_notes;ingestion_status;ingestion_next_step;bib_key
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.13861034;2021_SpatialModel_Vector_AedesAlbopictus;zenodo;2;5;;[dataset-first, publication non resolue] 2021_SpatialModel_Vector_AedesAlbopictus;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_13861034;downloaded;1 fichier(s) au format donnee reelle detecte(s) | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_1
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.vk24fr1;Data from: Applying generalised allometric regressions to predict live body mass of tropical and temperate arthropods;dryad;1;5;10.1002/ece3.4702;Applying generalized allometric regressions to predict live body mass of tropical and temperate arthropods;Ecology and Evolution;2018;True;primary_article;dataset_first;[];pending_grobid_kg;;;corpus\papers\raw_pdf\Applying_generalized_allometric_regressions_to_predict_live_body_mass_of_tropica_W2796705168.pdf;corpus\papers\tei\Applying_generalized_allometric_regressions_to_predict_live_body_mass_of_tropica_W2796705168.tei.xml;data\raw\papers\DatasetFirst_10_5061_dryad_vk24fr1;downloaded;1 fichier(s) au format donnee reelle detecte(s);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_2018_ApplyingGeneralizedAllometricRegressions_10_5061_dryad_vk
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.d51c5b01h;Spatial variability and driving factors of ecosystem services balance at watershed scale in the Lancang River Valley, Southwest China;dryad;4;5;10.3390/land10050522;Driving Factor Analysis of Ecosystem Service Balance for Watershed Management in the Lancang River Valley, Southwest China;Land;2021;True;primary_article;dataset_first;[];pending_grobid_kg;;;corpus\papers\raw_pdf\Driving_Factor_Analysis_of_Ecosystem_Service_Balance_for_Watershed_Management_in_W3160802222.pdf;corpus\papers\tei\Driving_Factor_Analysis_of_Ecosystem_Service_Balance_for_Watershed_Management_in_W3160802222.tei.xml;data\raw\papers\DatasetFirst_10_5061_dryad_d51c5b01h;downloaded;4 fichier(s) au format donnee reelle detecte(s);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_2021_DrivingFactorAnalysisOf_10_5061_dryad_d5
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.rr4xgxdhk;Phenological mismatch is less important than total nectar availability for checkerspot butterflies;dryad;6;5;10.1002/ecy.4461;Phenological mismatch is less important than total nectar availability for checkerspot butterflies;Ecology;2024;True;software;dataset_first;[];pending_grobid_kg;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_rr4xgxdhk;downloaded;"5 fichier(s) au format donnee reelle detecte(s) | paper_doi corrige (etait le depot Zenodo du code d analyse, pas l article) ; article reel confirme via OpenAlex (session 2026-08-16), PDF bloque par anti-bot Wiley (403), ajoute a la liste de recuperation manuelle";raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_2024_PhenologicalMismatchIsLess_10_5061_dryad_rr
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.w3r2280s8;East African countries' data on late initiation of antenatal care;dryad;2;5;10.1371/journal.pgph.0000534;Trends and determinants of late antenatal care initiation in three East African countries, 2007–2016: A population based cross-sectional analysis;PLOS Global Public Health;2022;True;primary_article;dataset_first;[];pending_grobid_kg;;;corpus\papers\raw_pdf\Trends_and_determinants_of_late_antenatal_care_initiation_in_three_East_African__W4291618218.pdf;corpus\papers\tei\Trends_and_determinants_of_late_antenatal_care_initiation_in_three_East_African__W4291618218.tei.xml;data\raw\papers\DatasetFirst_10_5061_dryad_w3r2280s8;downloaded;2 fichier(s) au format donnee reelle detecte(s);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_2022_TrendsAndDeterminantsOf_10_5061_dryad_w3
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.3715353;Keyword frequencies in popular tech media (01.2016-02.2020);zenodo;1;5;;[dataset-first, publication non resolue] Keyword frequencies in popular tech media (01.2016-02.2020);;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_3715353;downloaded;1 fichier(s) au format donnee reelle detecte(s) | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_3
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.3942060;Keyword frequencies in popular tech media (01.2016-12.2019);zenodo;1;5;;[dataset-first, publication non resolue] Keyword frequencies in popular tech media (01.2016-12.2019);;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_3942060;downloaded;1 fichier(s) au format donnee reelle detecte(s) | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_3
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.5788431;Keyword frequencies in popular tech media (01.2016-04.2021);zenodo;1;5;;[dataset-first, publication non resolue] Keyword frequencies in popular tech media (01.2016-04.2021);;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_5788431;downloaded;1 fichier(s) au format donnee reelle detecte(s) | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_5
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.19346884;Asymmetrical latitudinal patterns in reconstructed changes of global soil carbon fractions;zenodo;3;4;;[dataset-first, publication non resolue] Asymmetrical latitudinal patterns in reconstructed changes of global soil carbon fractions;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_19346884;downloaded;listing ambigu (formats non reconnus) - verification manuelle recommandee | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_1
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.h36dj4t;Data from: Multiscale patterns of rarity in fungi, inferred from fruiting records;dryad;1;4;10.1111/geb.12918;Multiscale patterns of rarity in fungi, inferred from fruiting records;Global Ecology and Biogeography;2019;True;isCitedBy;dataset_first;[];pending_grobid_kg;;;corpus\papers\raw_pdf\Multiscale_patterns_of_rarity_in_fungi_inferred_from_fruiting_records_W2938748080.pdf;corpus\papers\tei\Multiscale_patterns_of_rarity_in_fungi_inferred_from_fruiting_records_W2938748080.tei.xml;data\raw\papers\DatasetFirst_10_5061_dryad_h36dj4t;downloaded;listing ambigu (formats non reconnus) - verification manuelle recommandee;raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_2019_MultiscalePatternsOfRarity_10_5061_dryad_h3
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.7406719;An Innovative Scheme to Confront the Trade‐Off Between Water Conservation and Heat Alleviation With Environmental Justice for Urban Sustainability: The Case of Phoenix, Arizona;zenodo;7;4;;[dataset-first, publication non resolue] An Innovative Scheme to Confront the Trade‐Off Between Water Conservation and Heat Alleviation With Environmental Justice for Urban Sustainability: The Case of Phoenix, Arizona;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_7406719;downloaded;7 fichier(s) au format donnee reelle detecte(s) | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_7
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.17429036;Imbalanced Regression Dataset Repository;zenodo;62;4;;[dataset-first, publication non resolue] Imbalanced Regression Dataset Repository;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_17429036;downloaded;62 fichier(s) au format donnee reelle detecte(s) | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_1
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.15588162;Boosting AlphaFold Protein Tertiary Structure Prediction through MSA Engineering and Extensive Model Sampling and Ranking in CASP16;zenodo;1;4;;[dataset-first, publication non resolue] Boosting AlphaFold Protein Tertiary Structure Prediction through MSA Engineering and Extensive Model Sampling and Ranking in CASP16;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_15588162;downloaded;listing ambigu (formats non reconnus) - verification manuelle recommandee | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_1
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.18154089;Spanish Dating Profile Data;zenodo;2;4;;[dataset-first, publication non resolue] Spanish Dating Profile Data;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_18154089;downloaded;1 fichier(s) au format donnee reelle detecte(s) | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_1
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.n0513;Data from: Direct and indirect genetic and fine-scale location effects on breeding date in song sparrows;dryad;18;4;10.1111/1365-2656.12575;Direct and indirect genetic and fine‐scale location effects on breeding date in song sparrows;Journal of Animal Ecology;2016;True;isCitedBy;dataset_first;[];pending_grobid_kg;;;corpus\papers\raw_pdf\Direct_and_indirect_genetic_and_fine_scale_location_effects_on_breeding_date_in__W2483210804.pdf;corpus\papers\tei\Direct_and_indirect_genetic_and_fine_scale_location_effects_on_breeding_date_in__W2483210804.tei.xml;data\raw\papers\DatasetFirst_10_5061_dryad_n0513;downloaded;18 fichier(s) au format donnee reelle detecte(s);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_2016_DirectAndIndirectGenetic_10_5061_dryad_n0
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.ft3ps;Data from: Comparative analysis of vestibular ecomorphology in birds;dryad;6;4;10.1111/joa.12726;Comparative analysis of vestibular ecomorphology in birds;Journal of Anatomy;2017;True;isCitedBy;dataset_first;[];explicit_verified_incomplete;Size ~brachial index (BI) + 0.;"{""status"": ""incomplete"", ""formula_raw"": ""Size ~brachial index (BI) + 0."", ""response"": ""Size"", ""response_present"": false, ""covariates_present"": [], ""covariates_missing"": [""brachial index (BI"", ""0""], ""n_files_checked"": 2, ""note"": ""2 covariable(s) de la formule absente(s) du depot telecharge (a chercher via source externe citee par le papier, jamais a fabriquer) : brachial index (BI, 0 | reponse elle-meme absente""}";corpus\papers\raw_pdf\Comparative_analysis_of_vestibular_ecomorphology_in_birds_W2769366837.pdf;corpus\papers\tei\Comparative_analysis_of_vestibular_ecomorphology_in_birds_W2769366837.tei.xml;data\raw\papers\DatasetFirst_10_5061_dryad_ft3ps;downloaded;5 fichier(s) au format donnee reelle detecte(s) | completude formule: 2 covariable(s) de la formule absente(s) du depot telecharge (a chercher via source externe citee par le papier, jamais a fabriquer) : brachial index (BI, 0 | reponse elle-meme absente;raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_2017_ComparativeAnalysisOfVestibular_10_5061_dryad_ft
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.rm382;Data from: Large-scale recovery of an endangered amphibian despite ongoing exposure to multiple stressors;dryad;7;4;10.1073/pnas.1600983113;Large-scale recovery of an endangered amphibian despite ongoing exposure to multiple stressors;Proceedings of the National Academy of Sciences;2016;True;isCitedBy;dataset_first;[];pending_grobid_kg;;;corpus\papers\raw_pdf\Large_scale_recovery_of_an_endangered_amphibian_despite_ongoing_exposure_to_mult_W2529413741.pdf;corpus\papers\tei\Large_scale_recovery_of_an_endangered_amphibian_despite_ongoing_exposure_to_mult_W2529413741.tei.xml;data\raw\papers\DatasetFirst_10_5061_dryad_rm382;downloaded;2 fichier(s) au format donnee reelle detecte(s);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_2016_LargeScaleRecoveryOf_10_5061_dryad_rm
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.21300380;"Compiled Data for ""Spatial Confounding in Multivariate Areal Data Analysis""";zenodo;3;4;;"[dataset-first, publication non resolue] Compiled Data for ""Spatial Confounding in Multivariate Areal Data Analysis""";;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_21300380;downloaded;3 fichier(s) au format donnee reelle detecte(s) | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_2
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.6603101;Ensemble flood map spatial verification;zenodo;2;4;;[dataset-first, publication non resolue] Ensemble flood map spatial verification;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_6603101;downloaded;1 fichier(s) au format donnee reelle detecte(s) | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_6
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.18986474;Dataset and R scripts for evo3D manuscript use cases;zenodo;1;4;;[dataset-first, publication non resolue] Dataset and R scripts for evo3D manuscript use cases;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_18986474;downloaded;1 fichier(s) au format donnee reelle detecte(s) | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_1
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.17772913;Data on hospitalizations, atmospheric variables, and pollutant concentrations to Florianópolis city, collected by the CAIPORA project.;zenodo;37;4;;[dataset-first, publication non resolue] Data on hospitalizations, atmospheric variables, and pollutant concentrations to Florianópolis city, collected by the CAIPORA project.;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_17772913;downloaded;37 fichier(s) au format donnee reelle detecte(s) | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_1
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.3p27r;Data from:Spatio-temporal networks: reachability, centrality and robustness;dryad;6;4;10.1098/rsos.160196;Spatio-temporal networks: reachability, centrality and robustness;Royal Society Open Science;2016;True;isCitedBy;dataset_first;[];pending_grobid_kg;;;corpus\papers\raw_pdf\Spatio_temporal_networks_reachability_centrality_and_robustness_W2463273966.pdf;corpus\papers\tei\Spatio_temporal_networks_reachability_centrality_and_robustness_W2463273966.tei.xml;data\raw\papers\DatasetFirst_10_5061_dryad_3p27r;downloaded;3 fichier(s) au format donnee reelle detecte(s);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_2016_SpatioTemporalNetworksReachability_10_5061_dryad_3p
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.mgqnk990r;Data for: The photosynthetic response of spectral chlorophyll fluorescence differs across species and light environments in a boreal forest ecosystem;dryad;20;4;;[dataset-first, publication non resolue] Data for: The photosynthetic response of spectral chlorophyll fluorescence differs across species and light environments in a boreal forest ecosystem;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_mgqnk990r;downloaded;20 fichier(s) au format donnee reelle detecte(s) | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5061_dryad_mg
spatialtidymodels_dataset_first_ingestion_v1;10.6078/d16f0m;Disentangling abiotic and biotic controls of age-0 Pacific herring population stability across the San Francisco Estuary;dryad;7;4;10.5281/zenodo.7651545;Disentangling abiotic and biotic controls of age-0 Pacific herring population stability across the San Francisco Estuary;Zenodo (CERN European Organization for Nuclear Research);2023;True;software;dataset_first;[];pending_grobid_kg;;;;;data\raw\papers\DatasetFirst_10_6078_d16f0m;downloaded;7 fichier(s) au format donnee reelle detecte(s) | Abandonne sur decision utilisateur (session 2026-08-16) : coordonnees des stations CDFW Bay Study introuvables (serveurs officiels inaccessibles depuis cet environnement), non poursuivi.;raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_2023_DisentanglingAbioticAndBiotic_10_6078_d16f0m
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.w9ghx3g12;Data from: The limited legacy of post-glacial recolonization in the floristic patterns of the European Alps;dryad;2;4;10.1600/036364425x17466502618876;The Limited Legacy of Post-Glacial Recolonization in the Floristic Patterns of the European Alps;Systematic Botany;2025;True;primary_article;dataset_first;[];pending_grobid_kg;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_w9ghx3g12;downloaded;1 fichier(s) au format donnee reelle detecte(s);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_2025_TheLimitedLegacyOf_10_5061_dryad_w9
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.4j0zpc8nd;Phenology-informed decline risk of estuarine fishes and their prey suggests potential for future trophic mismatches;dryad;4;4;10.32942/x2dp6h;Phenology-informed decline risk of estuarine fishes and their prey suggests potential for future trophic mismatches;;2024;True;preprint;dataset_first;[];pending_grobid_kg;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_4j0zpc8nd;downloaded;3 fichier(s) au format donnee reelle detecte(s);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_2024_PhenologyInformedDeclineRisk_10_5061_dryad_4j
spatialtidymodels_dataset_first_ingestion_v1;10.6078/d19t3g;Four decades of climatic fluctuations and fish recruitment stability across a marine-freshwater gradient;dryad;6;4;10.5281/zenodo.6423473;Four decades of climatic fluctuations and fish recruitment stability across a marine-freshwater gradient;Zenodo (CERN European Organization for Nuclear Research);2022;True;software;dataset_first;[];pending_grobid_kg;;;;;data\raw\papers\DatasetFirst_10_6078_d19t3g;downloaded;6 fichier(s) au format donnee reelle detecte(s);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_2022_FourDecadesOfClimatic_10_6078_d19t3g
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.14672901;Ura and Thangatha River Flow and Nyambene Watershed Tree Cover Change Data;zenodo;1;4;;[dataset-first, publication non resolue] Ura and Thangatha River Flow and Nyambene Watershed Tree Cover Change Data;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_14672901;downloaded;1 fichier(s) au format donnee reelle detecte(s) | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_1
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.k0p2ngfbx;Spatial distribution and its limiting environmental factors of native orchid species diversity in the Beipan River Basin of Guizhou Province, China;dryad;2;3;;[dataset-first, publication non resolue] Spatial distribution and its limiting environmental factors of native orchid species diversity in the Beipan River Basin of Guizhou Province, China;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_k0p2ngfbx;downloaded;1 fichier(s) au format donnee reelle detecte(s) | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5061_dryad_k0
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.5x69p8d90;Precision agricultural data and ecosystem services: can we put the pieces together?;dryad;3;3;;[dataset-first, publication non resolue] Precision agricultural data and ecosystem services: can we put the pieces together?;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_5x69p8d90;downloaded;2 fichier(s) au format donnee reelle detecte(s) | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5061_dryad_5x
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.2jm63xstb;Distribution patterns and drivers of non-endemic and endemic glires species in China;dryad;2;3;;[dataset-first, publication non resolue] Distribution patterns and drivers of non-endemic and endemic glires species in China;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_2jm63xstb;downloaded;listing ambigu (formats non reconnus) - verification manuelle recommandee | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5061_dryad_2j
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.13254646;"CLDF dataset derived from Lee and Hasegawa's ""Bayesian phylogenetic analysis supports an agricultural origin of Japonic languages"" from 2011";zenodo;1;3;;"[dataset-first, publication non resolue] CLDF dataset derived from Lee and Hasegawa's ""Bayesian phylogenetic analysis supports an agricultural origin of Japonic languages"" from 2011";;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_13254646;downloaded;1 fichier(s) au format donnee reelle detecte(s) | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_1
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.17588983;Phlorest phylogeny derived from Lee & Hasegawa 2011 'Bayesian phylogenetic analysis supports an agricultural origin of Japonic languages';zenodo;1;3;;[dataset-first, publication non resolue] Phlorest phylogeny derived from Lee & Hasegawa 2011 'Bayesian phylogenetic analysis supports an agricultural origin of Japonic languages';;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_17588983;downloaded;1 fichier(s) au format donnee reelle detecte(s) | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_1
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.10935852;Finite element data collected and Machine learning algorithms to predict the mechanical properties of innovative CLT;zenodo;1;3;;[dataset-first, publication non resolue] Finite element data collected and Machine learning algorithms to predict the mechanical properties of innovative CLT;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_10935852;downloaded;listing ambigu (formats non reconnus) - verification manuelle recommandee | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_1
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.crjdfn391;Data from: Statistical stream temperature modelling with SSN and INLA: an introduction for conservation practitioners;dryad;5;3;;[dataset-first, publication non resolue] Data from: Statistical stream temperature modelling with SSN and INLA: an introduction for conservation practitioners;;;False;;dataset_first;"[""INLA""]";no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_crjdfn391;downloaded;4 fichier(s) au format donnee reelle detecte(s) | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5061_dryad_cr
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.61jn743;Data from: Phylogenies and diversification rates: variance cannot be ignored;dryad;1;3;;[dataset-first, publication non resolue] Data from: Phylogenies and diversification rates: variance cannot be ignored;;;False;primary_article;dataset_first;[];pending_grobid_kg;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_61jn743;downloaded;1 fichier(s) au format donnee reelle detecte(s) | publication liee non resolue via OpenAlex: 10.1093/sysbio/syy079;raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5061_dryad_61
